,stock,range_length_days,price_mode,expansion_move_pct,expansion_closing_range,buy_date,sell_type,sell_date,stage,return_pct,days_held,buy_price,sell_price
245,MSFT,3,open_close,3.07,94.1,1999-10-21,stop_loss,1999-10-27,2,-0.91,4,45.28,44.87
246,MSFT,4,open_close,2.86,71.0,1999-11-23,weakness,2000-01-13,2,16.95,35,44.62,52.19
247,MSFT,3,open_close,3.05,94.4,2000-02-02,weakness,2000-02-15,2,-2.62,9,51.22,49.88
248,MSFT,3,open_close,4.11,87.9,2000-06-07,stop_loss,2000-06-12,4,-3.51,3,34.62,33.41
249,MSFT,3,open_close,7.67,71.4,2000-06-22,stop_loss,2000-06-23,4,-4.0,1,40.69,39.06
250,MSFT,6,open_close,5.52,88.0,2000-08-09,weakness,2000-08-16,1,-2.54,5,36.88,35.94
251,MSFT,3,open_close,5.47,71.7,2001-01-10,weakness,2001-02-13,4,16.91,23,25.5,29.81
252,MSFT,3,open_close,7.67,73.8,2001-07-13,stop_loss,2001-07-20,1,-4.72,5,35.7,34.01
253,MSFT,8,open_close,2.44,98.1,2002-03-04,weakness,2002-03-25,1,-1.24,15,30.62,30.24
254,MSFT,4,open_close,1.64,99.2,2002-08-15,stop_loss,2002-09-03,1,-4.0,12,24.98,23.98
255,MSFT,5,open_close,2.18,92.9,2002-10-11,weakness,2002-12-10,1,13.09,41,23.68,26.78
256,MSFT,3,open_close,1.64,97.6,2002-10-21,stop_loss,2002-10-21,1,-0.83,0,25.99,25.77
257,MSFT,7,open_close,4.62,94.6,2003-03-14,weakness,2003-04-01,1,-0.89,12,24.68,24.46
258,MSFT,4,open_close,2.72,68.9,2003-04-03,stop_loss,2003-04-04,1,-4.0,1,25.99,24.95
259,MSFT,17,open_close,1.83,78.9,2006-01-30,weakness,2006-02-08,1,-2.91,7,27.82,27.01
260,MSFT,3,open_close,1.83,75.7,2006-07-24,weakness,2006-12-07,1,20.62,96,24.01,28.96
261,MSFT,20,open_close,4.41,98.8,2006-08-21,weakness,2006-12-07,1,12.86,76,25.66,28.96
262,MSFT,6,open_close,0.68,75.2,2007-12-06,weakness,2008-01-09,2,-2.63,22,34.26,33.36
263,MSFT,4,open_close,4.13,93.8,2008-03-12,stop_loss,2008-03-13,4,-4.01,1,29.43,28.25
264,MSFT,4,open_close,0.89,77.2,2008-06-13,weakness,2008-06-24,4,-2.48,7,28.63,27.92
265,MSFT,8,open_close,4.58,93.2,2009-01-05,stop_loss,2009-01-12,4,-4.01,5,20.2,19.39
266,MSFT,3,open_close,5.53,79.7,2009-03-24,stop_loss,2009-03-30,4,-3.99,4,18.04,17.32
267,MSFT,4,open_close,10.23,82.9,2009-04-27,stop_loss,2009-05-05,4,-3.99,6,20.55,19.73
268,MSFT,3,open_close,2.78,92.3,2010-06-16,weakness,2010-06-23,1,-2.61,5,26.47,25.78
269,MSFT,13,open_close,3.38,85.0,2010-09-14,weakness,2010-09-24,1,-1.6,8,25.04,24.64
270,MSFT,10,open_close,4.61,97.0,2012-01-23,weakness,2012-04-05,1,5.41,52,29.55,31.15
271,MSFT,11,open_close,1.69,79.2,2012-02-17,weakness,2012-04-05,1,-0.16,33,31.2,31.15
272,MSFT,8,open_close,6.89,62.5,2013-08-26,stop_loss,2013-08-26,1,0.0,0,34.4,34.4
273,MSFT,8,open_close,4.2,96.6,2013-11-07,weakness,2013-12-13,1,-1.42,25,37.96,37.42
274,MSFT,4,open_close,10.45,89.2,2015-04-27,weakness,2015-05-27,3,-0.87,21,47.23,46.82
275,MSFT,6,open_close,5.35,100.0,2016-02-01,stop_loss,2016-02-02,2,-2.26,1,54.88,53.64
276,MSFT,3,open_close,6.45,86.2,2020-04-07,stop_loss,2020-04-13,3,-4.0,3,169.59,162.81
277,MSFT,4,open_close,2.42,99.1,2020-04-15,weakness,2020-07-27,3,17.68,71,171.2,201.47
278,MSFT,5,open_close,0.48,95.7,2020-04-30,weakness,2020-07-27,3,11.93,60,180.0,201.47
279,MSFT,4,open_close,0.97,92.5,2020-07-21,stop_loss,2020-07-23,2,-4.0,2,213.66,205.11
280,MSFT,7,open_close,4.51,84.7,2020-08-04,stop_loss,2020-08-10,2,-3.21,4,214.17,207.29
281,MSFT,5,open_close,4.2,67.3,2020-11-05,stop_loss,2020-11-10,2,-4.0,3,222.04,213.16
282,MSFT,9,open_close,3.91,71.0,2021-10-28,weakness,2021-12-02,2,1.84,24,324.33,330.3
283,MSFT,3,open_close,6.17,95.8,2022-11-11,weakness,2022-12-20,4,-1.48,26,242.99,239.4
284,MSFT,7,open_close,3.05,98.8,2022-12-01,stop_loss,2022-12-07,4,-4.0,4,253.87,243.72
285,MSFT,3,open_close,1.12,86.1,2023-02-08,stop_loss,2023-02-10,1,-4.27,2,273.2,261.53
286,MSFT,4,open_close,2.79,90.5,2025-01-23,stop_loss,2025-01-27,3,-4.07,2,442.0,424.01
287,GE,3,open_close,4.21,78.6,1962-06-29,weakness,1962-07-19,0,4.02,13,2.95,3.07
288,GE,3,open_close,0.56,87.5,1962-10-25,weakness,1963-02-05,1,16.73,69,3.32,3.88
289,GE,9,open_close,4.13,92.7,1965-09-28,weakness,1965-11-09,2,-3.05,29,5.94,5.76
290,GE,5,open_close,4.62,100.0,1966-09-15,stop_loss,1966-09-28,4,-4.03,9,4.39,4.21
291,GE,5,open_close,3.36,100.0,1966-10-19,weakness,1966-12-15,4,4.59,39,4.62,4.84
292,GE,11,open_close,3.62,100.0,1970-07-13,weakness,1970-11-16,4,18.67,89,3.58,4.24
293,GE,3,open_close,4.1,95.7,1971-02-02,weakness,1971-06-10,4,14.15,89,5.2,5.94
294,GE,4,open_close,4.39,100.0,1973-05-25,weakness,1973-06-04,1,-2.31,5,5.94,5.8
295,GE,16,open_close,3.24,95.5,1973-07-12,weakness,1973-08-10,1,-0.21,21,5.97,5.95
296,GE,9,open_close,4.18,69.2,1973-12-28,stop_loss,1974-01-10,1,-3.82,8,6.23,5.99
297,GE,3,open_close,0.71,93.3,1974-03-21,weakness,1974-03-29,1,1.64,6,5.33,5.42
298,GE,3,open_close,5.56,80.0,1974-07-15,weakness,1974-07-17,1,-1.58,2,4.74,4.67
299,GE,3,open_close,4.11,100.0,1974-10-22,stop_loss,1974-10-23,1,-4.06,1,3.79,3.64
300,GE,3,open_close,3.11,90.9,1974-10-30,stop_loss,1974-11-15,1,-4.01,12,3.72,3.57
301,GE,5,open_close,2.3,100.0,1975-01-02,weakness,1975-01-07,1,-2.25,3,3.33,3.26
302,GE,3,open_close,4.09,95.0,1975-06-26,stop_loss,1975-07-22,1,-3.93,17,5.08,4.88
303,GE,3,open_close,5.03,100.0,1975-08-29,stop_loss,1975-09-02,1,-4.1,1,4.69,4.5
304,GE,3,open_close,1.13,94.7,1976-01-30,stop_loss,1976-02-03,1,-3.99,2,5.6,5.38
305,GE,5,open_close,3.47,95.0,1978-04-25,stop_loss,1978-05-04,1,-3.96,7,5.22,5.01
306,GE,6,open_close,3.31,90.0,1978-11-02,stop_loss,1978-11-02,1,-3.93,0,5.02,4.82
307,GE,6,open_close,2.69,100.0,1980-03-31,stop_loss,1980-04-08,1,-3.93,5,4.77,4.58
308,GE,7,open_close,4.99,100.0,1982-08-18,weakness,1982-10-01,2,11.15,31,6.83,7.59
309,GE,9,open_close,4.38,85.3,1982-10-07,weakness,1983-01-06,2,16.67,63,8.09,9.44
310,GE,12,open_close,1.65,100.0,1982-12-01,weakness,1983-01-06,2,2.44,25,9.21,9.44
311,GE,4,open_close,3.24,77.5,1982-12-07,stop_loss,1982-12-14,2,-3.99,5,9.7,9.31
312,GE,3,open_close,3.15,100.0,1983-07-21,stop_loss,1983-07-28,4,-3.98,5,10.63,10.21
313,GE,7,open_close,2.82,100.0,1984-03-29,stop_loss,1984-04-05,1,-3.98,5,11.01,10.57
314,GE,4,open_close,4.75,95.0,1985-01-22,weakness,1985-02-25,1,-1.97,23,12.66,12.41
315,GE,5,open_close,3.13,90.5,1985-10-17,stop_loss,1985-10-28,1,-4.03,7,12.18,11.69
316,GE,9,open_close,0.21,100.0,1985-11-04,weakness,1986-01-13,1,16.08,47,11.96,13.88
317,GE,3,open_close,4.22,80.8,1985-12-16,weakness,1986-01-13,2,-2.63,18,14.25,13.88
318,GE,5,open_close,4.27,91.7,1986-12-04,stop_loss,1986-12-12,3,-3.98,6,17.62,16.92
319,GE,4,open_close,4.5,100.0,1987-01-23,stop_loss,1987-01-26,2,-3.99,1,20.27,19.46
320,GE,10,open_close,1.97,100.0,1987-02-17,weakness,1987-04-01,2,1.1,31,20.47,20.69
321,GE,5,open_close,4.05,100.0,1987-05-27,stop_loss,1987-05-27,2,-2.02,0,21.17,20.74
322,GE,4,open_close,3.52,100.0,1987-09-23,stop_loss,1987-10-06,2,-4.01,9,24.96,23.96
323,GE,4,open_close,3.05,83.3,1988-01-05,stop_loss,1988-01-08,1,-4.01,3,18.97,18.21
324,GE,7,open_close,2.56,70.0,1988-02-23,weakness,1988-03-08,1,-1.68,10,17.87,17.57
325,GE,3,open_close,3.12,100.0,1988-03-01,stop_loss,1988-03-04,1,-3.98,3,18.12,17.4
326,GE,12,open_close,3.7,88.2,1988-06-01,weakness,1988-07-20,1,2.38,34,16.77,17.17
327,GE,18,open_close,4.08,80.0,1989-05-15,weakness,1989-06-16,2,1.46,23,20.52,20.82
328,GE,8,open_close,5.69,100.0,1991-01-18,stop_loss,1991-01-22,1,-2.44,2,23.11,22.55
329,GE,5,open_close,3.13,100.0,1991-03-27,weakness,1991-04-30,1,0.71,23,27.96,28.16
330,GE,6,open_close,1.92,89.6,1997-09-03,stop_loss,1997-09-11,2,-4.0,6,106.03,101.79
331,GE,4,open_close,3.19,93.1,1998-12-16,weakness,1999-01-14,3,4.09,19,148.87,154.96
332,GE,5,open_close,1.42,86.7,2000-03-16,weakness,2000-04-17,2,7.99,22,213.56,230.64
333,GE,3,open_close,2.48,75.0,2000-03-30,stop_loss,2000-03-31,2,-4.0,1,258.79,248.44
334,GE,7,open_close,4.85,97.3,2000-07-03,stop_loss,2000-07-05,2,-4.0,1,251.6,241.54
335,GE,6,open_close,3.83,90.2,2000-08-10,weakness,2000-09-20,2,1.34,28,267.78,271.37
336,GE,7,open_close,4.11,98.5,2001-05-17,stop_loss,2001-05-25,4,-4.0,6,249.21,239.24
337,GE,7,open_close,3.46,90.1,2002-05-09,stop_loss,2002-05-10,1,-4.0,1,155.75,149.52
338,GE,3,open_close,4.53,100.0,2002-05-20,stop_loss,2002-05-22,1,-3.78,2,158.15,152.17
339,GE,3,open_close,1.11,88.6,2003-01-03,weakness,2003-01-17,4,-2.17,10,121.49,118.85
340,GE,3,open_close,5.48,98.1,2003-03-14,weakness,2003-05-19,4,9.5,45,121.01,132.51
341,GE,3,open_close,3.78,100.0,2003-03-24,stop_loss,2003-03-24,4,-0.57,0,128.68,127.94
342,GE,9,open_close,3.41,90.3,2004-01-20,weakness,2004-02-11,1,-3.7,16,161.74,155.75
343,GE,4,open_close,1.82,91.3,2008-09-09,stop_loss,2008-09-09,1,-2.27,0,138.79,135.64
344,GE,4,open_close,4.95,79.1,2008-11-05,stop_loss,2008-11-05,4,-4.0,0,99.16,95.19
345,GE,5,open_close,5.37,100.0,2009-01-05,stop_loss,2009-01-06,4,-4.01,1,82.29,78.99
346,GE,3,open_close,1.97,92.9,2009-05-19,stop_loss,2009-05-21,4,-4.01,2,65.37,62.75
347,GE,3,open_close,4.28,93.7,2009-07-14,weakness,2009-07-22,1,-1.82,6,55.45,54.44
348,GE,4,open_close,2.88,94.1,2009-09-15,weakness,2009-10-20,1,2.0,25,74.23,75.72
349,GE,4,open_close,5.94,75.8,2009-11-09,weakness,2009-12-10,1,0.7,22,75.24,75.77
350,GE,11,open_close,3.57,78.1,2010-01-08,weakness,2010-02-01,1,-0.67,15,78.16,77.64
351,GE,3,open_close,2.02,94.3,2010-07-08,weakness,2010-07-13,3,2.35,3,71.26,72.94
352,GE,13,open_close,4.0,68.1,2011-01-24,weakness,2011-03-15,2,-5.47,35,95.51,90.29
353,GE,11,open_close,3.95,81.2,2011-10-28,stop_loss,2011-11-01,4,-6.17,2,82.38,77.3
354,GE,4,open_close,4.46,100.0,2011-12-01,weakness,2012-03-06,1,17.05,64,76.15,89.14
355,GE,10,open_close,3.04,72.9,2013-07-22,weakness,2013-08-15,2,-3.23,18,118.71,114.87
356,GE,5,open_close,10.8,89.9,2015-04-13,stop_loss,2015-04-17,3,-4.0,4,134.48,129.1
357,GE,4,open_close,0.81,97.2,2015-09-09,weakness,2015-09-29,3,-3.45,14,120.77,116.6
358,GE,3,open_close,5.3,61.2,2015-10-06,weakness,2016-01-08,3,8.19,65,129.35,139.94
359,GE,6,open_close,4.01,63.6,2018-06-27,stop_loss,2018-07-02,4,-3.99,3,66.42,63.77
360,GE,3,open_close,4.11,72.7,2018-10-08,stop_loss,2018-10-11,4,-4.0,3,64.79,62.2
361,GE,3,open_close,3.51,95.8,2019-02-06,stop_loss,2019-02-07,4,-4.0,1,51.14,49.09
362,GE,7,open_close,2.35,95.8,2019-04-29,weakness,2019-05-23,1,2.51,18,47.7,48.89
363,GE,4,open_close,1.57,93.2,2019-05-15,weakness,2019-05-23,1,-3.35,6,50.59,48.89
364,GE,6,open_close,3.95,100.0,2019-06-05,weakness,2019-07-11,1,1.49,25,50.19,50.94
365,GE,4,open_close,2.7,92.7,2019-07-24,stop_loss,2019-07-31,1,-4.01,5,52.73,50.62
366,GE,3,open_close,5.64,85.1,2019-09-05,stop_loss,2019-09-06,1,-3.99,1,44.81,43.02
367,GE,5,open_close,2.21,64.7,2019-10-14,weakness,2019-12-05,1,23.19,37,44.06,54.28
368,GE,5,open_close,10.61,60.6,2019-10-31,weakness,2019-12-05,1,8.36,24,50.09,54.28
369,GE,7,open_close,2.42,60.6,2019-12-13,stop_loss,2019-12-17,1,-3.28,2,57.32,55.44
370,GE,11,open_close,5.76,95.9,2020-01-03,weakness,2020-01-23,1,1.38,13,57.67,58.46
371,GE,4,open_close,8.92,88.2,2020-01-30,stop_loss,2020-01-31,2,-3.99,1,64.25,61.68
372,GE,3,open_close,2.4,100.0,2020-08-06,weakness,2020-08-19,1,2.21,9,31.55,32.25
373,GE,3,open_close,4.22,90.6,2020-08-11,stop_loss,2020-08-12,1,-4.0,1,34.24,32.87
374,GE,4,open_close,2.16,97.1,2020-08-25,weakness,2020-08-28,1,-2.11,3,33.14,32.45
375,GE,4,open_close,9.4,92.1,2020-09-17,stop_loss,2020-09-21,1,-4.01,2,33.94,32.58
376,GE,4,open_close,5.35,85.4,2020-10-19,stop_loss,2020-10-27,1,-4.0,6,36.83,35.36
377,GE,3,open_close,4.47,93.0,2020-10-23,stop_loss,2020-10-23,1,-4.01,0,39.52,37.94
378,GE,3,open_close,1.54,100.0,2020-11-16,weakness,2021-01-26,1,25.18,47,47.9,59.96
379,GE,9,open_close,7.09,93.8,2021-05-28,stop_loss,2021-06-09,1,-4.01,7,71.22,68.37
380,GE,3,open_close,3.06,75.4,2021-09-24,weakness,2021-10-14,1,0.47,14,63.96,64.26
381,GE,9,open_close,0.67,86.6,2022-02-16,stop_loss,2022-02-18,1,-4.01,2,62.36,59.86
382,GE,3,open_close,2.36,75.9,2022-02-28,weakness,2022-03-02,1,-1.37,2,59.04,58.23
383,GE,3,open_close,5.91,96.4,2022-10-05,weakness,2022-10-10,1,-2.46,3,41.55,40.53
384,GE,4,open_close,3.55,91.9,2022-10-14,weakness,2022-12-12,1,19.65,40,42.55,50.91
385,GE,4,open_close,2.91,97.5,2022-10-24,weakness,2022-12-12,1,11.95,34,45.48,50.91
386,GE,5,open_close,5.82,100.0,2023-01-05,weakness,2023-08-23,1,59.51,158,55.79,88.99
387,GE,11,open_close,5.13,81.5,2023-07-26,stop_loss,2023-08-01,2,-4.0,4,93.49,89.75
388,GE,6,open_close,3.27,80.7,2023-10-25,stop_loss,2023-10-26,2,-3.99,1,91.25,87.6
389,GE,5,open_close,3.08,95.5,2024-03-08,weakness,2024-05-21,2,16.75,51,135.28,157.94
390,GE,4,open_close,5.06,89.7,2024-09-16,weakness,2024-10-25,2,0.72,29,178.72,180.0
391,GE,3,open_close,2.78,89.6,2025-04-23,weakness,2025-06-17,3,20.82,38,195.94,236.73
392,GE,7,open_close,1.26,98.1,2026-01-05,stop_loss,2026-01-08,2,-4.0,3,323.82,310.87
393,GE,4,open_close,3.55,83.2,2026-02-09,weakness,2026-03-09,3,-0.36,19,321.04,319.89
394,AMZN,10,open_close,3.04,93.7,1997-07-03,stop_loss,1997-07-03,0,0.0,0,0.08,0.08
395,AMZN,3,open_close,4.76,73.3,1997-07-24,stop_loss,1997-08-05,0,-4.43,8,0.12,0.11
396,AMZN,3,open_close,1.43,73.3,1997-08-26,weakness,1997-10-20,0,64.19,38,0.11,0.18
397,AMZN,5,open_close,7.46,100.0,1997-09-05,weakness,1997-10-20,2,42.34,31,0.13,0.18
398,AMZN,3,open_close,1.33,87.5,1997-12-30,stop_loss,1998-01-08,2,-4.83,6,0.24,0.23
399,AMZN,3,open_close,10.44,96.8,1998-02-27,weakness,1998-04-24,2,13.49,39,0.3,0.34
400,AMZN,4,open_close,6.81,93.3,1998-03-19,stop_loss,1998-03-25,2,-4.42,4,0.36,0.34
401,AMZN,3,open_close,4.95,96.1,1998-04-02,stop_loss,1998-04-07,2,-5.19,3,0.38,0.36
402,AMZN,3,open_close,7.3,73.1,1998-12-29,stop_loss,1998-12-29,2,-4.0,0,2.92,2.8
403,AMZN,4,open_close,3.13,71.2,1999-10-07,stop_loss,1999-10-13,1,-4.0,4,4.28,4.11
404,AMZN,3,open_close,4.38,88.3,1999-11-17,weakness,1999-12-28,1,6.58,27,3.9,4.15
405,AMZN,5,open_close,5.97,97.2,2000-03-10,stop_loss,2000-03-13,1,-4.83,1,3.36,3.2
406,AMZN,3,open_close,2.16,92.2,2000-05-16,stop_loss,2000-05-19,1,-4.38,3,2.86,2.73
407,AMZN,3,open_close,5.94,89.7,2000-09-06,stop_loss,2000-09-07,4,-3.92,1,2.36,2.27
408,AMZN,4,open_close,5.09,85.6,2001-07-06,stop_loss,2001-07-24,4,-8.59,12,0.75,0.68
409,AMZN,3,open_close,7.5,95.5,2002-01-04,stop_loss,2002-01-09,4,-3.49,3,0.6,0.58
410,AMZN,4,open_close,3.54,98.6,2002-02-26,weakness,2002-03-18,1,4.74,14,0.68,0.71
411,AMZN,3,open_close,15.16,96.7,2002-04-25,stop_loss,2002-05-03,1,-4.3,6,0.83,0.79
412,AMZN,5,open_close,4.65,85.4,2002-05-09,weakness,2002-06-12,1,-0.41,23,0.86,0.85
413,AMZN,4,open_close,5.62,95.7,2002-06-18,stop_loss,2002-06-20,1,-4.03,2,0.91,0.87
414,AMZN,3,open_close,1.11,84.3,2002-08-16,weakness,2002-09-25,1,12.37,27,0.72,0.81
415,AMZN,3,open_close,6.06,87.8,2002-09-27,stop_loss,2002-09-30,1,-3.86,1,0.84,0.81
416,AMZN,6,open_close,5.58,98.8,2002-10-11,weakness,2002-12-20,1,19.86,49,0.91,1.09
417,AMZN,4,open_close,1.59,82.7,2002-11-13,weakness,2002-12-20,2,11.12,26,0.98,1.09
418,AMZN,3,open_close,4.85,99.1,2003-01-06,weakness,2003-01-22,2,1.81,11,1.02,1.04
419,AMZN,3,open_close,4.54,88.4,2003-03-14,weakness,2003-04-15,2,1.43,22,1.23,1.24
420,AMZN,7,open_close,6.75,92.3,2003-08-19,weakness,2003-11-10,2,24.17,58,2.17,2.7
421,AMZN,4,open_close,5.32,86.6,2003-09-24,stop_loss,2003-09-26,2,-3.87,2,2.52,2.42
422,AMZN,6,open_close,5.59,84.9,2003-10-06,weakness,2003-11-10,2,2.0,25,2.64,2.7
423,AMZN,3,open_close,3.63,95.7,2003-11-25,weakness,2003-12-08,2,0.39,8,2.57,2.58
424,AMZN,4,open_close,2.43,95.7,2004-04-12,stop_loss,2004-04-13,4,-2.82,1,2.41,2.34
425,AMZN,6,open_close,2.93,90.3,2004-05-26,weakness,2004-07-12,1,9.94,30,2.19,2.41
426,AMZN,4,open_close,2.29,81.4,2004-08-17,stop_loss,2004-08-19,4,-4.07,2,1.93,1.85
427,AMZN,4,open_close,5.81,80.3,2004-12-28,stop_loss,2005-01-04,4,-3.87,5,2.19,2.11
428,AMZN,8,open_close,4.41,95.2,2005-01-18,stop_loss,2005-01-20,4,-5.83,2,2.21,2.09
429,AMZN,5,open_close,12.04,95.3,2005-07-28,weakness,2005-08-26,1,-2.85,21,2.18,2.12
430,AMZN,7,open_close,1.94,98.6,2005-09-07,weakness,2005-09-16,1,-1.61,7,2.17,2.14
431,AMZN,4,open_close,3.35,97.0,2006-05-22,weakness,2006-06-07,1,-1.65,11,1.7,1.67
432,AMZN,5,open_close,4.76,97.3,2006-06-30,stop_loss,2006-07-05,1,-4.1,2,1.93,1.85
433,AMZN,5,open_close,3.62,92.7,2006-08-16,weakness,2006-08-24,4,0.97,6,1.4,1.41
434,AMZN,3,open_close,12.04,84.5,2006-10-26,weakness,2006-12-05,4,5.05,27,1.86,1.96
435,AMZN,7,open_close,6.58,93.9,2007-04-17,weakness,2007-06-26,1,51.35,49,2.26,3.43
436,AMZN,7,open_close,25.46,91.3,2007-04-26,weakness,2007-06-26,2,21.29,42,2.83,3.43
437,AMZN,7,open_close,0.59,96.3,2007-05-17,weakness,2007-06-26,2,8.99,27,3.14,3.43
438,AMZN,3,open_close,7.9,92.9,2007-05-22,weakness,2007-06-26,2,0.07,24,3.42,3.43
439,AMZN,9,open_close,4.2,82.5,2007-06-06,stop_loss,2007-06-12,2,-4.02,4,3.66,3.51
440,AMZN,6,open_close,2.9,91.6,2007-07-10,weakness,2007-08-15,2,1.91,26,3.58,3.65
441,AMZN,6,open_close,9.71,96.1,2007-10-24,stop_loss,2007-10-24,2,0.0,0,4.54,4.54
442,AMZN,4,open_close,4.0,98.3,2007-11-28,weakness,2007-12-18,2,-1.96,14,4.38,4.29
443,AMZN,3,open_close,3.05,79.9,2008-02-14,stop_loss,2008-02-15,4,-4.03,1,3.89,3.73
444,AMZN,3,open_close,7.39,66.5,2008-04-21,stop_loss,2008-05-02,4,-4.04,9,4.0,3.84
445,AMZN,6,open_close,0.96,86.3,2008-08-06,weakness,2008-09-04,1,2.61,20,3.93,4.03
446,AMZN,3,open_close,1.77,85.8,2008-08-11,weakness,2008-09-04,1,0.52,17,4.01,4.03
447,AMZN,4,open_close,16.8,63.2,2009-02-02,weakness,2009-03-10,4,6.69,25,2.93,3.12
448,AMZN,3,open_close,2.46,92.4,2009-03-18,weakness,2009-05-13,4,7.44,39,3.55,3.81
449,AMZN,3,open_close,5.85,99.4,2009-03-24,stop_loss,2009-03-25,4,-4.07,1,3.74,3.59
450,AMZN,3,open_close,5.78,76.1,2009-06-02,stop_loss,2009-06-22,1,-3.91,14,4.12,3.96
451,AMZN,5,open_close,3.74,95.1,2009-07-14,weakness,2009-08-12,1,2.38,21,4.07,4.17
452,AMZN,4,open_close,5.46,89.0,2009-07-24,stop_loss,2009-07-24,1,0.0,0,4.38,4.38
453,AMZN,4,open_close,7.29,94.5,2009-09-17,weakness,2009-12-16,1,44.28,63,4.54,6.55
454,AMZN,6,open_close,23.41,87.2,2009-10-26,weakness,2009-12-16,2,9.83,36,5.96,6.55
455,AMZN,4,open_close,4.63,81.9,2009-11-09,weakness,2009-12-16,2,3.01,26,6.36,6.55
456,AMZN,18,open_close,3.71,98.3,2010-03-02,weakness,2010-05-05,3,2.39,45,6.25,6.4
457,AMZN,3,open_close,2.93,75.4,2010-03-26,stop_loss,2010-05-04,3,-3.93,26,6.74,6.48
458,AMZN,5,open_close,3.65,95.6,2010-04-09,stop_loss,2010-05-04,3,-4.06,17,7.04,6.75
459,AMZN,6,open_close,4.2,98.3,2010-09-02,weakness,2010-11-16,3,20.1,52,6.61,7.94
460,AMZN,5,open_close,5.16,97.1,2010-09-27,stop_loss,2010-10-01,3,-4.01,4,8.01,7.69
461,AMZN,6,open_close,5.07,97.0,2010-10-18,stop_loss,2010-10-19,2,-4.0,1,8.25,7.92
462,AMZN,3,open_close,4.03,89.9,2010-11-26,weakness,2011-01-24,2,0.33,39,8.87,8.9
463,AMZN,3,open_close,3.65,92.8,2011-01-28,stop_loss,2011-01-28,2,0.0,0,8.57,8.57
464,AMZN,4,open_close,5.56,92.2,2011-04-28,weakness,2011-05-26,2,-2.41,20,9.8,9.56
465,AMZN,4,open_close,3.61,84.4,2011-06-28,weakness,2011-08-04,2,2.38,26,10.1,10.34
466,AMZN,3,open_close,4.1,100.0,2011-10-17,stop_loss,2011-10-19,3,-3.39,2,12.21,11.8
467,AMZN,10,open_close,3.66,91.1,2012-01-19,stop_loss,2012-02-01,3,-8.94,9,9.54,8.69
468,AMZN,3,open_close,4.01,98.7,2012-03-27,stop_loss,2012-04-04,4,-4.02,6,10.18,9.77
469,AMZN,3,open_close,15.75,78.3,2012-04-30,stop_loss,2012-05-08,4,-1.59,6,11.2,11.02
470,AMZN,6,open_close,3.3,80.5,2012-07-20,stop_loss,2012-07-25,2,-3.98,3,11.27,10.82
471,AMZN,7,open_close,0.97,94.9,2013-02-14,weakness,2013-02-26,2,-2.42,7,13.37,13.04
472,AMZN,6,open_close,5.8,80.4,2013-10-21,weakness,2014-01-28,2,17.43,67,16.49,19.37
473,AMZN,4,open_close,9.28,68.3,2013-10-28,stop_loss,2013-11-07,2,-2.37,8,18.0,17.57
474,AMZN,4,open_close,1.22,82.5,2014-01-31,stop_loss,2014-01-31,2,0.0,0,18.59,18.59
475,AMZN,9,open_close,2.91,79.2,2014-06-06,weakness,2014-07-29,4,-0.93,36,16.25,16.1
476,AMZN,3,open_close,3.93,93.5,2014-07-14,stop_loss,2014-07-25,4,-8.57,9,17.35,15.86
477,AMZN,7,open_close,4.29,84.2,2015-01-23,weakness,2015-03-12,1,19.72,33,15.4,18.44
478,AMZN,5,open_close,13.49,73.5,2015-02-02,weakness,2015-03-12,1,5.36,27,17.5,18.44
479,AMZN,4,open_close,5.29,93.3,2016-01-29,stop_loss,2016-01-29,2,0.0,0,28.6,28.6
480,AMZN,3,open_close,3.38,94.1,2016-02-23,stop_loss,2016-02-24,2,-3.99,1,27.78,26.67
481,AMZN,6,open_close,3.38,99.1,2016-03-02,stop_loss,2016-03-07,2,-4.01,3,29.09,27.92
482,AMZN,6,open_close,10.81,91.6,2017-10-30,weakness,2018-02-12,2,24.63,71,54.75,68.23
483,AMZN,8,open_close,3.59,93.3,2018-04-18,stop_loss,2018-04-24,2,-4.0,4,75.73,72.7
484,AMZN,4,open_close,4.58,96.1,2018-11-08,stop_loss,2018-11-12,3,-4.0,2,87.75,84.24
485,AMZN,17,open_close,3.57,97.6,2019-12-27,weakness,2020-01-28,3,-2.25,20,94.15,92.03
486,AMZN,7,open_close,1.69,98.6,2020-04-07,weakness,2020-09-09,3,58.79,107,100.86,160.15
487,AMZN,3,open_close,6.09,92.2,2020-04-14,weakness,2020-09-09,3,45.56,103,110.02,160.15
488,AMZN,8,open_close,3.55,88.4,2020-07-02,weakness,2020-09-09,3,9.99,47,145.6,160.15
489,AMZN,3,open_close,3.79,97.8,2020-07-21,stop_loss,2020-07-22,2,-4.0,1,161.62,155.16
490,AMZN,6,open_close,4.07,93.4,2020-08-19,stop_loss,2020-09-04,2,-4.0,12,165.15,158.54
491,AMZN,10,open_close,1.39,84.3,2021-01-21,weakness,2021-02-23,3,-5.04,22,164.65,156.35
492,AMZN,14,open_close,4.69,93.8,2021-07-07,stop_loss,2021-07-19,3,-4.97,8,185.87,176.63
493,AMZN,9,open_close,3.35,94.3,2021-11-19,stop_loss,2021-11-23,3,-4.0,2,185.63,178.21
