ticker,analysis_date,current_price,score,max_score,quality,market_context.spy_price,market_context.spy_50w_sma,market_context.spy_above_50w,market_context.market_state,market_context.warning,fundamentals.eps_growth_yoy,fundamentals.rev_growth_yoy,fundamentals.net_margin_pct,fundamentals.gross_margin_pct,fundamentals.eps_5yr_cagr,fundamentals.margin_pass,fundamentals.eps_pass,fundamentals.rev_pass,fundamentals.data_quality,fundamentals.industry,fundamentals.sector,fundamentals.margin_note,fundamentals.distortion_note,fundamentals.error_detail,relative_strength.rs_4w,relative_strength.rs_13w,relative_strength.rs_26w,relative_strength.rs_52w,relative_strength.rs_line_current,relative_strength.rs_52w_high,relative_strength.rs_at_52w_high,relative_strength.leading_rs,stage2.confirmed,stage2.sma30w,stage2.current_price,stage2.sma30w_rising,stage2.pct_above_30w_sma,stage2.pct_from_52w_high,stage2.pct_above_52w_low,stage2.prior_uptrend,stage2.high_52w,stage2.low_52w,base.pattern,base.length_weeks,base.depth_pct,base.base_high,base.base_high_date,base.base_low,base.base_low_date,base.pass_depth,base.vcp_swings,base.vcp_contracting,volume.avg_vol_up_weeks,volume.avg_vol_down_weeks,volume.accumulation_ratio,volume.accumulation_pass,volume.vol_dry_pct,volume.vol_dry_pass,tightness.tight_area_count,tightness.last_tight_date,tightness.first_30d_avg_range_pct,tightness.last_30d_avg_range_pct,tightness.volatility_contraction_pct,tightness.volatility_contracting,tightness.tight_area_pass,priming.inside_bars,priming.upside_reversals,priming.tight_setup_days,priming.best_signal,support.primary_support,entry.pivot_price,entry.already_broken_out,entry.entry1.trigger,entry.entry1.stop,entry.entry1.risk_pct,entry.entry1.signal_type,entry.entry1.signal_date,entry.entry1.status,entry.entry1.sizing_per_500_risk.shares,entry.entry1.sizing_per_500_risk.position_value,entry.entry2.trigger,entry.entry2.stop,entry.entry2.risk_pct,entry.entry2.vol_required,entry.entry2.status,entry.entry2.breakout_date,entry.entry2.breakout_vol_ratio,entry.entry2.sizing_per_500_risk.shares,entry.entry2.sizing_per_500_risk.position_value,entry.stop_levels.ema10,entry.stop_levels.ema21,entry.stop_levels.sma50,entry.stop_levels.primary_support,entry.stop_levels.ema10_dist_pct,entry.stop_levels.ema21_dist_pct,entry.stop_levels.sma50_dist_pct,entry.stop_levels.support_dist_pct,entry.stop_levels.ema10_state,entry.stop_levels.ema21_state,entry.stop_levels.sma50_state,entry.stop_levels.recommendation_if_in_entry1,entry.stop_levels.recommendation_if_in_entry2,entry.stop_levels.recommendation_reason,entry.stop_levels.hard_stop_from_e1,entry.stop_levels.hard_stop_from_e2,climax.climax_warning,climax.gain_5w_pct,climax.vol_surge_ratio,climax.close_position_pct,error
ARR,2026-04-06,17.34,2,11.0,AVOID,658.9,646.8,True,UPTREND,,,-573.4,85.5,,,True,False,False,OK,REIT - Mortgage,Real Estate,,,,8.3,-4.2,10.2,20.8,0.0514,0.0648,False,False,False,35.11,33.9,False,-3.5,80.4,206.7,True,18.79,11.05,Cup with Handle,8.0,-26.7,41.96,2026-02-16,30.74,2026-03-16,True,"[9.5, 9.5, 7.3]",False,16007805.0,30407950.0,0.53,False,-40.9,True,0.0,,2.27,2.61,15.0,False,False,[],[],[],,17.26,41.96,False,,,,,,NOT_AVAILABLE,,,42.17,40.7,3.5,≥1.5x 50-day average,WATCHING,,,340.1,14342.0,16.7,16.75,17.17,17.26,3.8,3.5,1.0,0.5,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,,39.01,False,,,,
ARW,2026-04-06,147.23,6,11.0,NOT_READY,658.9,646.8,True,UPTREND,,101.6,20.1,1.9,,100.5,False,True,True,OK,Electronics & Computer Distribution,Technology,,,,8.3,-4.2,10.2,20.8,0.0514,0.0648,False,False,False,35.11,33.9,False,-3.5,-79.2,-60.8,False,162.61,86.5,Cup with Handle,8.0,-26.7,41.96,2026-02-16,30.74,2026-03-16,True,"[9.5, 9.5, 7.3]",False,16007805.0,30407950.0,0.53,False,-40.9,True,0.0,,3.35,3.18,-5.1,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.37}]","[{'date': '2026-03-24', 'close_position_pct': 81.8}, {'date': '2026-03-25', 'close_position_pct': 73.9}]",[],INSIDE_BAR,144.85,41.96,True,147.24,144.85,1.6,INSIDE_BAR,2026-04-06,WATCHING,209.2,30803.0,42.17,40.7,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,340.1,14342.0,143.71,143.21,143.78,144.85,2.4,2.8,2.4,1.6,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,136.2,39.01,False,4.8,0.13,84.2,
AS,2026-04-06,33.9,6,11.0,NOT_READY,658.9,646.8,True,UPTREND,,666.7,28.5,6.5,,998.7,False,True,True,OK,Leisure,Consumer Cyclical,,,,8.3,-4.2,10.2,20.8,0.0514,0.0648,False,False,False,35.11,33.9,False,-3.5,-20.7,67.7,True,42.76,20.21,Cup with Handle,8.0,-26.7,41.96,2026-02-16,30.74,2026-03-16,True,"[9.5, 9.5, 7.3]",False,16007805.0,30407950.0,0.53,False,-40.9,True,0.0,,3.9,4.41,13.1,False,False,[],"[{'date': '2026-03-27', 'close_position_pct': 82.1}, {'date': '2026-04-06', 'close_position_pct': 84.2}]",[],UPSIDE_REVERSAL,33.79,41.96,False,34.05,33.79,0.8,UPSIDE_REVERSAL,2026-04-06,WATCHING,1923.1,65482.0,42.17,40.7,3.5,≥1.5x 50-day average,WATCHING,,,340.1,14342.0,33.05,33.61,36.08,33.79,2.6,0.9,-6.0,0.3,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,31.5,39.01,False,,,,
ASB,2026-04-06,26.3,4,11.0,AVOID,658.9,646.8,True,UPTREND,,-176.9,530.3,33.1,,,True,False,True,OK,Banks - Regional,Financial Services,,,,8.3,-4.2,10.2,20.8,0.0514,0.0648,False,False,False,35.11,33.9,False,-3.5,15.9,92.0,True,29.25,17.66,Cup with Handle,8.0,-26.7,41.96,2026-02-16,30.74,2026-03-16,True,"[9.5, 9.5, 7.3]",False,16007805.0,30407950.0,0.53,False,-40.9,True,0.0,,2.66,2.73,2.6,False,False,[],"[{'date': '2026-03-31', 'close_position_pct': 95.7}]",[],UPSIDE_REVERSAL,26.29,41.96,False,,,,,,NOT_AVAILABLE,,,42.17,40.7,3.5,≥1.5x 50-day average,WATCHING,,,340.1,14342.0,25.6,25.55,26.43,26.29,2.7,2.9,-0.5,0.0,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,,39.01,False,,,,
AU,2026-04-06,101.49,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,0.0,75.3,26.6,,63.1,True,False,True,OK,Gold,Basic Materials,,,,5.7,4.7,10.2,7.9,0.0399,0.0423,False,False,False,25.79,26.3,False,2.0,-79.3,-13.8,False,127.01,30.52,Cup with Handle,10.0,-16.1,29.1,2026-02-02,24.43,2026-03-16,True,"[5.2, 6.5, 7.1]",False,8153164.0,12631160.0,0.65,False,-18.6,False,0.0,,4.75,4.81,1.3,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.32}]","[{'date': '2026-03-24', 'close_position_pct': 83.8}]",[],INSIDE_BAR,101.48,29.1,True,102.96,101.48,1.4,INSIDE_BAR,2026-04-06,WATCHING,337.9,34790.0,29.25,28.23,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,490.2,14338.0,96.24,97.07,103.09,101.48,5.5,4.6,-1.6,0.0,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,95.24,27.06,False,7.4,0.14,83.5,
AUB,2026-04-06,36.33,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,28.3,76.0,22.2,,29.8,True,True,True,OK,Banks - Regional,Financial Services,,,,8.6,-11.0,25.1,64.7,0.0623,0.0737,False,False,True,40.72,41.08,True,0.9,-1.7,87.7,True,41.79,21.88,Cup with Handle,12.0,-26.7,50.65,2026-01-19,37.14,2026-03-16,True,"[11.6, 15.9, 10.8]",False,70024760.0,75880454.0,0.92,False,-25.5,True,0.0,,2.65,3.1,17.0,False,False,[],[],[],,36.14,50.65,False,,,,,,NOT_AVAILABLE,,,50.9,49.13,3.5,≥1.5x 50-day average,WATCHING,,,282.5,14379.0,35.56,35.69,37.5,36.14,2.2,1.8,-3.1,0.5,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,,47.08,False,,,,
B,2026-04-06,41.08,6,11.0,NOT_READY,658.9,646.8,True,UPTREND,,,64.5,29.4,,150.0,True,False,True,OK,Gold,Basic Materials,,,,8.6,-11.0,25.1,64.7,0.0623,0.0737,False,False,True,40.72,41.08,True,0.9,-24.3,147.4,True,54.23,16.6,Cup with Handle,12.0,-26.7,50.65,2026-01-19,37.14,2026-03-16,True,"[11.6, 15.9, 10.8]",False,70024760.0,75880454.0,0.92,False,-25.5,True,0.0,,4.07,3.88,-4.7,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.51}]","[{'date': '2026-03-24', 'close_position_pct': 78.6}]",[],INSIDE_BAR,40.54,50.65,False,41.87,40.54,3.2,INSIDE_BAR,2026-04-06,WATCHING,375.9,15739.0,50.9,49.13,3.5,≥1.5x 50-day average,WATCHING,,,282.5,14379.0,40.49,41.48,45.14,40.54,1.5,-1.0,-9.0,1.3,ABOVE,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,38.73,47.08,False,,,,
BA,2026-04-06,212.3,4,11.0,AVOID,658.9,646.8,True,UPTREND,,-287.4,57.1,2.5,,,False,False,True,OK,Aerospace & Defense,Industrials,,,,8.6,-11.0,25.1,64.7,0.0623,0.0737,False,False,True,40.72,41.08,True,0.9,-83.8,-68.1,False,254.35,128.88,Cup with Handle,12.0,-26.7,50.65,2026-01-19,37.14,2026-03-16,True,"[11.6, 15.9, 10.8]",False,70024760.0,75880454.0,0.92,False,-25.5,True,0.0,,2.85,2.97,4.2,False,False,[],[],[],,210.75,50.65,True,,,,,,NOT_AVAILABLE,,,50.9,49.13,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,282.5,14379.0,203.46,207.17,223.4,210.75,4.3,2.5,-5.0,0.7,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,,47.08,False,-3.0,0.12,40.6,
BAM,2026-04-06,44.22,6,11.0,NOT_READY,658.9,646.8,True,UPTREND,,-19.0,930.0,51.6,,-20.7,True,False,True,OK,Asset Management,Financial Services,,,,8.6,-11.0,25.1,64.7,0.0623,0.0737,False,False,True,40.72,41.08,True,0.9,-34.2,1.7,False,62.45,40.39,Cup with Handle,12.0,-26.7,50.65,2026-01-19,37.14,2026-03-16,True,"[11.6, 15.9, 10.8]",False,70024760.0,75880454.0,0.92,False,-25.5,True,0.0,,3.09,3.02,-2.3,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.74}]","[{'date': '2026-03-25', 'close_position_pct': 90.6}, {'date': '2026-03-31', 'close_position_pct': 94.7}]",[],INSIDE_BAR,44.14,50.65,False,44.52,44.14,0.9,INSIDE_BAR,2026-04-06,WATCHING,1315.8,58579.0,50.9,49.13,3.5,≥1.5x 50-day average,WATCHING,,,282.5,14379.0,43.98,44.54,47.17,44.14,0.5,-0.7,-6.3,0.2,ABOVE,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,41.18,47.08,False,,,,
BAP,2026-04-06,338.83,6,11.0,NOT_READY,658.9,646.8,True,UPTREND,,41.0,14.0,33.5,,42.2,True,True,False,OK,Banks - Regional,Financial Services,,,,8.6,-11.0,25.1,64.7,0.0623,0.0737,False,False,True,40.72,41.08,True,0.9,-89.2,-73.8,False,380.2,156.69,Cup with Handle,12.0,-26.7,50.65,2026-01-19,37.14,2026-03-16,True,"[11.6, 15.9, 10.8]",False,70024760.0,75880454.0,0.92,False,-25.5,True,0.0,,2.85,3.35,17.5,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.29}]","[{'date': '2026-03-31', 'close_position_pct': 95.8}]",[],INSIDE_BAR,337.26,50.65,True,343.52,337.26,1.8,INSIDE_BAR,2026-04-06,WATCHING,79.9,27447.0,50.9,49.13,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,282.5,14379.0,334.31,334.03,342.36,337.26,1.4,1.4,-1.0,0.5,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,317.76,47.08,False,-3.0,0.12,40.6,
BBD,,,0,,ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YFinance Error for BBD: Failed to perform, curl: (28) Connection timed out after 30002 milliseconds. See https://curl.se/libcurl/c/libcurl-errors.html first for more details."
BBT,2026-04-06,30.75,7,11.0,DEVELOPING,658.9,646.8,True,UPTREND,,34.4,142.1,17.6,,500.8,True,True,True,OK,Banks - Regional,Financial Services,,,,4.8,18.4,34.5,6.6,0.0467,0.0467,True,True,True,26.92,30.75,True,14.2,-3.9,43.2,True,32.0,21.47,Flat Base,8.0,-9.8,31.78,2026-02-16,28.66,2026-03-09,True,"[6.4, 1.1, 4.9]",False,3238645.0,4506000.0,0.72,False,-20.8,True,0.0,2026-01-14,3.06,2.95,-3.6,False,False,"[{'date': '2026-03-30', 'vol_ratio': 0.63}]","[{'date': '2026-03-31', 'close_position_pct': 93.2}, {'date': '2026-04-02', 'close_position_pct': 89.2}]",[],INSIDE_BAR,30.74,31.78,False,,,,,,NOT_AVAILABLE,,,31.94,30.83,3.5,≥1.5x 50-day average,WATCHING,,,450.5,14389.0,29.91,29.68,29.7,30.74,2.8,3.6,3.5,0.0,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,,29.54,False,,,,
BE,,,0,,ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YFinance Error for BE: Failed to perform, curl: (28) Operation timed out after 30002 milliseconds with 0 bytes received. See https://curl.se/libcurl/c/libcurl-errors.html first for more details."
BEP,2026-04-06,33.42,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,-1000.0,7.5,0.9,,4511.4,False,False,False,DISTORTED,Utilities - Renewable,Utilities,,YoY EPS negative (-1000.0%) but 5yr CAGR is 4511.4% — likely distorted by one-off items. Use 5yr CAGR as primary signal.,,4.8,18.4,34.5,6.6,0.0467,0.0467,True,False,True,26.92,30.75,True,14.2,-9.7,63.9,True,34.05,18.76,Flat Base,8.0,-9.8,31.78,2026-02-16,28.66,2026-03-09,True,"[6.4, 1.1, 4.9]",False,3238645.0,4506000.0,0.72,False,-20.8,True,0.0,,2.88,3.02,4.9,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.43}]",[],[],INSIDE_BAR,32.5,31.78,True,33.99,32.5,4.4,INSIDE_BAR,2026-04-06,WATCHING,335.6,11407.0,31.94,30.83,3.5,≥1.5x 50-day average,TRIGGERED_WEAK_VOL,2026-02-25,0.74,450.5,14389.0,32.42,31.8,30.81,32.5,3.1,5.1,8.5,2.8,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,31.44,29.54,False,7.3,0.11,98.6,
BFLY,2026-04-06,4.13,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,-25.0,41.0,-79.0,,,False,False,True,OK,Medical Devices,Healthcare,,,,4.8,18.4,34.5,6.6,0.0467,0.0467,True,True,False,,,False,,,,False,,,Flat Base,8.0,-9.8,31.78,2026-02-16,28.66,"['2026-03-09', '2026-03-23']",True,"[6.4, 1.1, 4.9]",False,,,,False,,False,0.0,,7.2,7.68,6.7,False,False,"[{'date': '2026-03-26', 'vol_ratio': 0.65}, {'date': '2026-04-06', 'vol_ratio': 0.49}]",[],[],INSIDE_BAR,4.13,31.78,False,4.18,4.13,1.2,INSIDE_BAR,2026-04-06,WATCHING,10000.0,41800.0,31.94,30.83,3.5,≥1.5x 50-day average,WATCHING,,,450.5,14389.0,4.05,3.97,3.76,4.13,2.0,4.0,9.8,0.0,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,3.87,29.54,False,,,,
BG,2026-04-06,128.47,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,-88.8,75.5,1.2,,-88.8,False,False,True,OK,Farm Products,Consumer Defensive,,,,6.7,25.5,33.8,32.5,0.195,0.203,False,False,True,103.33,128.47,True,24.3,-2.6,93.8,True,131.93,66.28,Unclear,2.0,-0.7,129.42,2026-03-30,128.47,2026-04-06,True,"[None, None, None]",False,,606126.0,,False,,False,0.0,,3.17,3.38,6.6,False,False,[],"[{'date': '2026-04-01', 'close_position_pct': 73.9}]",[],UPSIDE_REVERSAL,127.66,129.42,False,129.5,127.66,1.4,UPSIDE_REVERSAL,2026-04-01,WATCHING,271.7,35185.0,130.07,125.54,3.5,≥1.5x 50-day average,WATCHING,,,110.4,14360.0,126.73,124.52,120.5,127.66,1.4,3.2,6.6,0.6,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,119.79,120.31,False,,,,
BIRK,2026-04-06,35.19,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,145.5,11.1,17.7,,152.1,True,True,False,OK,Footwear & Accessories,Consumer Cyclical,,,,6.7,25.5,33.8,32.5,0.195,0.203,False,False,True,103.33,128.47,True,24.3,115.9,288.6,True,59.5,33.06,Unclear,2.0,-0.7,129.42,2026-03-30,128.47,2026-04-06,True,"[None, None, None]",False,,606126.0,,False,,False,0.0,,4.2,4.48,6.7,False,False,[],"[{'date': '2026-03-24', 'close_position_pct': 86.9}, {'date': '2026-04-06', 'close_position_pct': 96.1}]",[],UPSIDE_REVERSAL,34.02,129.42,False,35.25,34.02,3.5,UPSIDE_REVERSAL,2026-04-06,WATCHING,406.5,14329.0,130.07,125.54,3.5,≥1.5x 50-day average,WATCHING,,,110.4,14360.0,35.36,36.23,38.08,34.02,-0.5,-2.9,-7.6,3.4,2_CLOSES_BELOW,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,32.61,120.31,False,,,,
BKV,2026-04-06,27.98,3,11.0,AVOID,658.9,646.8,True,UPTREND,,-210.3,53.0,19.4,,,True,False,True,OK,Oil & Gas E&P,Energy,,,,6.7,25.5,33.8,32.5,0.195,0.203,False,False,True,103.33,128.47,True,24.3,291.6,756.5,True,32.81,15.0,Unclear,2.0,-0.7,129.42,2026-03-30,128.47,2026-04-06,True,"[None, None, None]",False,,606126.0,,False,,False,0.0,,3.95,4.3,8.9,False,False,[],[],[],,27.57,129.42,False,,,,,,NOT_AVAILABLE,,,130.07,125.54,3.5,≥1.5x 50-day average,WATCHING,,,110.4,14360.0,28.54,28.96,29.57,27.57,-2.0,-3.4,-5.4,1.5,2_CLOSES_BELOW,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,,120.31,False,,,,
BLK,2026-04-06,959.41,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,-32.6,23.4,22.9,,-31.7,True,False,True,OK,Asset Management,Financial Services,,,,-1.7,-13.2,-16.3,-11.7,1.456,1.7674,False,False,False,1061.13,959.41,False,-9.6,-20.5,26.6,False,1207.31,758.12,Cup with Handle,13.0,-20.1,1156.73,2026-01-12,924.11,2026-03-09,True,"[9.2, 12.6, 4.4]",False,3909425.0,3814805.0,1.02,True,4.2,False,0.0,,2.72,2.93,7.7,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.51}]","[{'date': '2026-03-31', 'close_position_pct': 79.8}]",[],INSIDE_BAR,956.55,1156.73,False,966.09,956.55,1.0,INSIDE_BAR,2026-04-06,WATCHING,52.4,50623.0,1162.51,1122.03,3.5,≥1.5x 50-day average,WATCHING,,,12.4,14415.0,960.34,973.26,1027.08,956.55,-0.1,-1.4,-6.6,0.3,1_CLOSE_BELOW,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,893.63,1075.32,False,,,,
BOW,2026-04-06,22.6,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,7.3,27.1,9.8,,8.8,True,False,True,OK,Insurance - Property & Casualty,Financial Services,,,,-1.7,-13.2,-16.3,-11.7,1.456,1.7674,False,False,False,1061.13,959.41,False,-9.6,2185.4,4423.4,True,41.98,21.21,Cup with Handle,13.0,-20.1,1156.73,2026-01-12,924.11,2026-03-09,True,"[9.2, 12.6, 4.4]",False,3909425.0,3814805.0,1.02,True,4.2,False,0.0,,3.69,4.12,11.7,False,False,"[{'date': '2026-03-26', 'vol_ratio': 0.52}, {'date': '2026-04-06', 'vol_ratio': 0.6}]","[{'date': '2026-04-06', 'close_position_pct': 98.6}]",[],INSIDE_BAR,22.46,1156.73,False,22.61,22.46,0.7,INSIDE_BAR,2026-04-06,WATCHING,3333.3,75366.0,1162.51,1122.03,3.5,≥1.5x 50-day average,WATCHING,,,12.4,14415.0,22.38,22.71,23.86,22.46,1.0,-0.5,-5.3,0.6,ABOVE,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,20.91,1075.32,False,,,,
BRO,,,0,,ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YFinance Error for BRO: Failed to perform, curl: (28) Connection timed out after 30002 milliseconds. See https://curl.se/libcurl/c/libcurl-errors.html first for more details."
BROS,2026-04-06,53.03,4,11.0,AVOID,658.9,646.8,True,UPTREND,,466.7,29.4,4.9,,432.8,False,True,True,OK,Restaurants,Consumer Cyclical,,,,4.1,-10.7,-3.2,-28.1,0.0805,0.1255,False,False,False,55.36,53.03,False,-4.2,-31.9,19.0,False,77.88,44.58,Unclear,48.0,-36.7,73.72,2025-05-12,46.69,2026-03-23,True,"[23.1, 25.9, 27.1]",False,17136678.0,19090504.0,0.9,False,16.8,False,0.0,,5.33,4.84,-9.2,False,False,[],"[{'date': '2026-04-06', 'close_position_pct': 84.3}]",[],UPSIDE_REVERSAL,53.02,73.72,False,53.64,53.02,1.2,UPSIDE_REVERSAL,2026-04-06,WATCHING,806.5,43261.0,74.09,71.51,3.5,≥1.5x 50-day average,WATCHING,,,193.8,14359.0,50.57,50.83,52.48,53.02,4.9,4.3,1.0,0.0,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,49.62,68.53,False,,,,
BSAC,2026-04-06,33.24,3,11.0,AVOID,658.9,646.8,True,UPTREND,,-4.6,77.1,,,,False,False,True,OK,,,,,,4.1,-10.7,-3.2,-28.1,0.0805,0.1255,False,False,False,55.36,53.03,False,-4.2,40.6,169.8,True,37.72,19.66,Unclear,48.0,-36.7,73.72,2025-05-12,46.69,2026-03-23,True,"[23.1, 25.9, 27.1]",False,17136678.0,19090504.0,0.9,False,16.8,False,0.0,,2.53,3.03,19.8,False,False,[],"[{'date': '2026-03-31', 'close_position_pct': 98.2}]",[],UPSIDE_REVERSAL,33.22,73.72,False,33.43,33.22,0.6,UPSIDE_REVERSAL,2026-03-31,WATCHING,2380.9,79593.0,74.09,71.51,3.5,≥1.5x 50-day average,WATCHING,,,193.8,14359.0,32.67,32.59,34.02,33.22,1.7,2.0,-2.3,0.1,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,30.92,68.53,False,,,,
BSBR,2026-04-06,6.04,0,11.0,AVOID,658.9,646.8,True,UPTREND,,,9.3,28.0,,27.3,True,False,False,OK,Banks - Regional,Financial Services,,,,4.1,-10.7,-3.2,-28.1,0.0805,0.1255,False,False,False,55.36,53.03,False,-4.2,624.5,1188.2,True,7.32,4.12,Unclear,48.0,-36.7,73.72,2025-05-12,46.69,2026-03-23,True,"[23.1, 25.9, 27.1]",False,17136678.0,19090504.0,0.9,False,16.8,False,0.0,,2.73,2.95,8.1,False,False,[],[],[],,6.03,73.72,False,,,,,,NOT_AVAILABLE,,,74.09,71.51,3.5,≥1.5x 50-day average,WATCHING,,,193.8,14359.0,5.89,5.95,6.36,6.03,2.5,1.5,-5.0,0.2,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,,68.53,False,,,,
BVN,2026-04-06,36.27,3,11.0,AVOID,658.9,646.8,True,UPTREND,,,108.1,,,,False,False,True,OK,,,,,,4.1,-10.7,-3.2,-28.1,0.0805,0.1255,False,False,False,55.36,53.03,False,-4.2,18.7,330.6,True,44.67,12.31,Unclear,48.0,-36.7,73.72,2025-05-12,46.69,2026-03-23,True,"[23.1, 25.9, 27.1]",False,17136678.0,19090504.0,0.9,False,16.8,False,0.0,,4.94,5.15,4.3,False,False,"[{'date': '2026-03-24', 'vol_ratio': 0.39}, {'date': '2026-04-06', 'vol_ratio': 0.28}]","[{'date': '2026-03-24', 'close_position_pct': 91.4}]",[],INSIDE_BAR,36.23,73.72,False,36.96,36.23,2.0,INSIDE_BAR,2026-04-06,WATCHING,689.7,25488.0,74.09,71.51,3.5,≥1.5x 50-day average,WATCHING,,,193.8,14359.0,35.17,35.35,36.94,36.23,3.1,2.6,-1.8,0.1,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,34.18,68.53,False,,,,
BW,2026-04-06,16.75,4,11.0,AVOID,658.9,646.8,True,UPTREND,,-107.0,109.4,-6.2,,,False,False,True,OK,Specialty Industrial Machinery,Industrials,,,,8.3,108.2,399.8,3861.0,0.0254,0.0254,True,True,True,7.78,16.75,True,115.2,-4.8,7377.7,True,17.59,0.22,Unclear,1.0,0.0,16.75,2026-04-06,16.75,2026-04-06,True,"[None, None, None]",False,,,,False,,False,0.0,,10.64,11.32,6.4,False,False,"[{'date': '2026-03-31', 'vol_ratio': 0.54}]","[{'date': '2026-03-24', 'close_position_pct': 80.2}, {'date': '2026-03-25', 'close_position_pct': 98.5}, {'date': '2026-03-27', 'close_position_pct': 91.1}, {'date': '2026-03-31', 'close_position_pct': 97.2}]",[],INSIDE_BAR,,16.75,False,,,,,,NOT_AVAILABLE,,,16.83,16.25,3.4,≥1.5x 50-day average,WATCHING,,,862.1,14509.0,15.01,14.01,11.62,,11.6,19.6,44.1,,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,,15.57,False,,,,
CALX,2026-04-06,48.26,4,11.0,AVOID,658.9,646.8,True,UPTREND,,-137.0,32.2,1.8,,,False,False,True,OK,Software - Infrastructure,Technology,,,,-5.8,-13.0,-18.6,12.6,0.0732,0.1009,False,False,False,55.06,48.26,False,-12.4,-32.2,63.6,True,71.22,29.5,VCP,24.0,-34.7,68.42,2025-10-27,44.67,2026-01-26,True,"[21.5, 23.1, 16.7]",False,4826889.0,4237160.0,1.14,True,32.0,False,0.0,,4.7,4.05,-13.8,False,False,[],"[{'date': '2026-04-02', 'close_position_pct': 90.9}]",[],UPSIDE_REVERSAL,48.06,68.42,False,,,,,,NOT_AVAILABLE,,,68.76,66.37,3.5,≥1.5x 50-day average,WATCHING,,,209.2,14385.0,49.13,50.2,51.5,48.06,-1.8,-3.9,-6.3,0.4,2_CLOSES_BELOW,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,,63.6,False,,,,
