ticker,analysis_date,current_price,score,max_score,quality,market_context.spy_price,market_context.spy_50w_sma,market_context.spy_above_50w,market_context.market_state,market_context.warning,fundamentals.eps_growth_yoy,fundamentals.rev_growth_yoy,fundamentals.net_margin_pct,fundamentals.gross_margin_pct,fundamentals.eps_5yr_cagr,fundamentals.margin_pass,fundamentals.eps_pass,fundamentals.rev_pass,fundamentals.data_quality,fundamentals.industry,fundamentals.sector,fundamentals.margin_note,fundamentals.distortion_note,fundamentals.error_detail,relative_strength.rs_4w,relative_strength.rs_13w,relative_strength.rs_26w,relative_strength.rs_52w,relative_strength.rs_line_current,relative_strength.rs_52w_high,relative_strength.rs_at_52w_high,relative_strength.leading_rs,stage2.confirmed,stage2.sma30w,stage2.current_price,stage2.sma30w_rising,stage2.pct_above_30w_sma,stage2.pct_from_52w_high,stage2.pct_above_52w_low,stage2.prior_uptrend,stage2.high_52w,stage2.low_52w,base.pattern,base.length_weeks,base.depth_pct,base.base_high,base.base_high_date,base.base_low,base.base_low_date,base.pass_depth,base.vcp_swings,base.vcp_contracting,volume.avg_vol_up_weeks,volume.avg_vol_down_weeks,volume.accumulation_ratio,volume.accumulation_pass,volume.vol_dry_pct,volume.vol_dry_pass,tightness.tight_area_count,tightness.last_tight_date,tightness.first_30d_avg_range_pct,tightness.last_30d_avg_range_pct,tightness.volatility_contraction_pct,tightness.volatility_contracting,tightness.tight_area_pass,priming.inside_bars,priming.upside_reversals,priming.tight_setup_days,priming.best_signal,support.primary_support,entry.pivot_price,entry.already_broken_out,entry.entry1.trigger,entry.entry1.stop,entry.entry1.risk_pct,entry.entry1.signal_type,entry.entry1.signal_date,entry.entry1.status,entry.entry1.sizing_per_500_risk.shares,entry.entry1.sizing_per_500_risk.position_value,entry.entry2.trigger,entry.entry2.stop,entry.entry2.risk_pct,entry.entry2.vol_required,entry.entry2.status,entry.entry2.breakout_date,entry.entry2.breakout_vol_ratio,entry.entry2.sizing_per_500_risk.shares,entry.entry2.sizing_per_500_risk.position_value,entry.stop_levels.ema10,entry.stop_levels.ema21,entry.stop_levels.sma50,entry.stop_levels.primary_support,entry.stop_levels.ema10_dist_pct,entry.stop_levels.ema21_dist_pct,entry.stop_levels.sma50_dist_pct,entry.stop_levels.support_dist_pct,entry.stop_levels.ema10_state,entry.stop_levels.ema21_state,entry.stop_levels.sma50_state,entry.stop_levels.recommendation_if_in_entry1,entry.stop_levels.recommendation_if_in_entry2,entry.stop_levels.recommendation_reason,entry.stop_levels.hard_stop_from_e1,entry.stop_levels.hard_stop_from_e2,climax.climax_warning,climax.gain_5w_pct,climax.vol_surge_ratio,climax.close_position_pct,error
PML,2026-04-06,7.36,4,11.0,AVOID,658.9,646.8,True,UPTREND,,,,55.0,,3608.0,True,False,False,OK,Asset Management,Financial Services,,,,4.5,-9.4,5.5,-20.1,0.0181,0.0227,False,False,False,12.09,11.95,False,-1.2,52.1,78.8,True,7.86,6.68,Cup with Handle,13.0,-18.9,13.81,2026-01-12,11.2,2026-03-23,True,"[14.3, 5.9, 6.4]",False,5741367.0,5009281.0,1.15,True,-27.5,True,2.0,2026-03-17,0.69,1.03,49.3,False,True,[],[],[],,7.36,13.81,False,,,,,,NOT_AVAILABLE,,,13.88,13.4,3.5,≥1.5x 50-day average,WATCHING,,,1041.7,14459.0,7.47,7.53,7.64,7.36,-1.5,-2.3,-3.7,0.0,2_CLOSES_BELOW,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,,12.84,False,,,,
PMT,2026-04-06,11.95,3,11.0,AVOID,658.9,646.8,True,UPTREND,,17.1,-18.6,17.7,,17.0,True,False,False,OK,REIT - Mortgage,Real Estate,,,,4.5,-9.4,5.5,-20.1,0.0181,0.0227,False,False,False,12.09,11.95,False,-1.2,-13.5,11.9,False,13.81,10.68,Cup with Handle,13.0,-18.9,13.81,2026-01-12,11.2,2026-03-23,True,"[14.3, 5.9, 6.4]",False,5741367.0,5009281.0,1.15,True,-27.5,True,0.0,,2.62,2.2,-16.0,False,False,[],[],[],,11.94,13.81,False,,,,,,NOT_AVAILABLE,,,13.88,13.4,3.5,≥1.5x 50-day average,WATCHING,,,1041.7,14459.0,11.66,11.7,12.1,11.94,2.5,2.1,-1.2,0.1,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,,12.84,False,,,,
PNNT,2026-04-06,4.53,4,11.0,AVOID,658.9,646.8,True,UPTREND,,-44.0,-20.2,22.2,,-44.3,True,False,False,OK,Asset Management,Financial Services,,,,4.5,-9.4,5.5,-20.1,0.0181,0.0227,False,False,False,12.09,11.95,False,-1.2,76.6,178.6,True,6.77,4.29,Cup with Handle,13.0,-18.9,13.81,2026-01-12,11.2,2026-03-23,True,"[14.3, 5.9, 6.4]",False,5741367.0,5009281.0,1.15,True,-27.5,True,0.0,,2.42,3.29,36.0,False,False,[],"[{'date': '2026-03-23', 'close_position_pct': 84.2}]",[],UPSIDE_REVERSAL,4.52,13.81,False,4.73,4.52,4.4,UPSIDE_REVERSAL,2026-03-23,WATCHING,2381.0,11262.0,13.88,13.4,3.5,≥1.5x 50-day average,WATCHING,,,1041.7,14459.0,4.51,4.62,4.98,4.52,0.4,-1.9,-9.0,0.2,ABOVE,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,4.38,12.84,False,,,,
PRSU,2026-04-06,38.83,4,11.0,AVOID,658.9,646.8,True,UPTREND,,,-68.7,5.0,,,False,False,False,OK,Travel Services,Consumer Cyclical,,,,4.5,-9.4,5.5,-20.1,0.0181,0.0227,False,False,False,12.09,11.95,False,-1.2,-69.3,-55.2,False,38.93,26.66,Cup with Handle,13.0,-18.9,13.81,2026-01-12,11.2,2026-03-23,True,"[14.3, 5.9, 6.4]",False,5741367.0,5009281.0,1.15,True,-27.5,True,0.0,2026-02-24,3.06,3.72,21.6,False,False,[],"[{'date': '2026-03-25', 'close_position_pct': 96.7}]",[],UPSIDE_REVERSAL,37.47,13.81,True,,,,,,NOT_AVAILABLE,,,13.88,13.4,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,1041.7,14459.0,36.91,36.55,36.28,37.47,5.2,6.2,7.0,3.6,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,,12.84,False,2.7,0.28,38.1,
PRU,2026-04-06,97.82,6,11.0,NOT_READY,658.9,646.8,True,UPTREND,,-1561.7,24.0,5.8,,,False,False,True,OK,Insurance - Life,Financial Services,,,,4.5,-9.4,5.5,-20.1,0.0181,0.0227,False,False,False,12.09,11.95,False,-1.2,-89.9,-86.1,False,118.16,85.81,Cup with Handle,13.0,-18.9,13.81,2026-01-12,11.2,2026-03-23,True,"[14.3, 5.9, 6.4]",False,5741367.0,5009281.0,1.15,True,-27.5,True,0.0,,2.35,2.54,8.1,False,False,"[{'date': '2026-03-30', 'vol_ratio': 0.67}, {'date': '2026-04-06', 'vol_ratio': 0.57}]","[{'date': '2026-03-31', 'close_position_pct': 86.2}]",[],INSIDE_BAR,97.51,13.81,True,98.26,97.51,0.8,INSIDE_BAR,2026-04-06,WATCHING,666.7,65510.0,13.88,13.4,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,1041.7,14459.0,96.25,96.34,99.58,97.51,1.6,1.5,-1.8,0.3,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,90.89,12.84,False,2.7,0.28,38.1,
PSTG,2026-04-06,61.17,4,11.0,AVOID,658.9,646.8,True,UPTREND,,141.7,20.4,5.1,,,False,True,True,OK,Computer Hardware,Technology,,,,-4.1,-12.2,-33.2,15.7,0.0928,0.1455,False,False,False,75.06,61.17,False,-18.5,-39.2,77.3,True,100.59,34.51,Unclear,24.0,-40.2,98.7,2025-10-27,58.98,2026-03-23,True,"[30.0, 9.3, 20.2]",False,15951830.0,18196186.0,0.88,False,-27.1,True,0.0,,5.31,5.08,-4.3,False,False,"[{'date': '2026-03-24', 'vol_ratio': 0.38}]","[{'date': '2026-03-24', 'close_position_pct': 90.2}, {'date': '2026-03-31', 'close_position_pct': 78.2}]",[],INSIDE_BAR,61.16,98.7,False,65.35,61.16,6.4,INSIDE_BAR,2026-03-24,WATCHING,119.3,7796.0,99.19,95.74,3.5,≥1.5x 50-day average,WATCHING,,,144.9,14373.0,61.43,62.61,66.61,61.16,-0.4,-2.3,-8.2,0.0,1_CLOSE_BELOW,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,60.45,91.75,False,,,,
PSTL,2026-04-06,19.02,3,11.0,AVOID,658.9,646.8,True,UPTREND,,-11.8,21.7,14.8,,-9.7,True,False,True,OK,REIT - Office,Real Estate,,,,-4.1,-12.2,-33.2,15.7,0.0928,0.1455,False,False,False,75.06,61.17,False,-18.5,189.5,427.6,True,21.13,11.59,Unclear,24.0,-40.2,98.7,2025-10-27,58.98,2026-03-23,True,"[30.0, 9.3, 20.2]",False,15951830.0,18196186.0,0.88,False,-27.1,True,0.0,,2.23,2.7,21.1,False,False,"[{'date': '2026-03-23', 'vol_ratio': 0.64}, {'date': '2026-03-25', 'vol_ratio': 0.51}, {'date': '2026-03-27', 'vol_ratio': 0.51}]","[{'date': '2026-03-31', 'close_position_pct': 95.3}]",[],INSIDE_BAR,19.0,98.7,False,,,,,,NOT_AVAILABLE,,,99.19,95.74,3.5,≥1.5x 50-day average,WATCHING,,,144.9,14373.0,18.73,18.85,18.96,19.0,1.5,0.9,0.3,0.1,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,,91.75,False,,,,
PUK,2026-04-06,29.24,3,11.0,AVOID,658.9,646.8,True,UPTREND,,,,27.6,,30.8,True,False,False,OK,Insurance - Life,Financial Services,,,,-4.1,-12.2,-33.2,15.7,0.0928,0.1455,False,False,False,75.06,61.17,False,-18.5,82.1,250.4,True,33.59,17.46,Unclear,24.0,-40.2,98.7,2025-10-27,58.98,2026-03-23,True,"[30.0, 9.3, 20.2]",False,15951830.0,18196186.0,0.88,False,-27.1,True,0.0,2026-04-06,1.64,2.22,35.4,False,False,[],"[{'date': '2026-03-25', 'close_position_pct': 74.5}]",[],UPSIDE_REVERSAL,29.23,98.7,False,29.4,29.23,0.6,UPSIDE_REVERSAL,2026-03-25,WATCHING,2930.3,86153.0,99.19,95.74,3.5,≥1.5x 50-day average,WATCHING,,,144.9,14373.0,28.74,28.9,30.08,29.23,1.7,1.2,-2.8,0.0,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,27.2,91.75,False,,,,
QXO,2026-04-06,19.02,4,11.0,AVOID,658.9,646.8,True,UPTREND,,-950.0,14782.3,-4.1,,,False,False,True,OK,Industrial Distribution,Industrials,,,,-4.1,-12.2,-33.2,15.7,0.0928,0.1455,False,False,False,75.06,61.17,False,-18.5,121.6,411.0,True,27.61,11.97,Unclear,24.0,-40.2,98.7,2025-10-27,58.98,2026-03-23,True,"[30.0, 9.3, 20.2]",False,15951830.0,18196186.0,0.88,False,-27.1,True,0.0,,4.5,5.09,13.1,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.72}]","[{'date': '2026-03-23', 'close_position_pct': 92.4}]",[],INSIDE_BAR,19.01,98.7,False,19.25,19.01,1.2,INSIDE_BAR,2026-04-06,WATCHING,2083.3,40104.0,99.19,95.74,3.5,≥1.5x 50-day average,WATCHING,,,144.9,14373.0,19.41,20.22,22.35,19.01,-2.0,-5.9,-14.9,0.1,2_CLOSES_BELOW,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,17.81,91.75,False,,,,
RBLX,2026-04-06,57.2,4,11.0,AVOID,658.9,646.8,True,UPTREND,,0.0,43.2,-21.8,,,False,False,True,OK,Electronic Gaming & Multimedia,Communication Services,,,,-1.4,-31.4,-56.9,-24.3,0.0868,0.2054,False,False,False,87.49,57.2,False,-34.6,-62.0,14.2,False,150.59,50.1,Unclear,30.0,-61.3,135.18,2025-09-15,52.31,2026-03-23,False,"[34.0, 31.7, 23.8]",True,45730370.0,43254515.0,1.06,True,41.8,False,0.0,,6.44,5.22,-18.9,False,False,[],"[{'date': '2026-04-02', 'close_position_pct': 97.3}]",[],UPSIDE_REVERSAL,57.0,135.18,False,60.23,57.0,5.4,UPSIDE_REVERSAL,2026-04-02,WATCHING,154.8,9324.0,135.86,131.12,3.5,≥1.5x 50-day average,WATCHING,,,105.5,14333.0,56.81,58.25,63.29,57.0,0.7,-1.8,-9.6,0.4,ABOVE,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,55.71,125.67,False,,,,
RBRK,2026-04-06,50.9,6,11.0,NOT_READY,658.9,646.8,True,UPTREND,,-29.5,46.3,-26.5,,,False,False,True,OK,Software - Infrastructure,Technology,,,,0.9,6.8,35.4,122.9,0.0338,0.0384,False,False,False,,,False,,,,False,,,Cup with Handle,20.0,-27.5,26.1,2025-11-24,18.92,"['2026-02-09', '2026-03-23']",True,"[17.5, 14.5, 11.7]",True,,,,False,,False,0.0,,5.55,5.32,-4.1,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.47}]","[{'date': '2026-03-23', 'close_position_pct': 75.4}, {'date': '2026-04-02', 'close_position_pct': 83.7}]",[],INSIDE_BAR,50.37,26.1,True,51.96,50.37,3.1,INSIDE_BAR,2026-04-06,WATCHING,314.5,16341.0,26.23,25.32,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,549.5,14413.0,49.49,50.61,53.36,50.37,2.8,0.6,-4.6,1.1,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,48.06,24.26,False,,,,
RCUS,2026-04-06,22.24,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,-13.6,26.9,-142.9,,,False,False,True,OK,Biotechnology,Healthcare,,,,0.9,6.8,35.4,122.9,0.0338,0.0384,False,False,False,,,False,,,,False,,,Cup with Handle,20.0,-27.5,26.1,2025-11-24,18.92,"['2026-02-09', '2026-03-23']",True,"[17.5, 14.5, 11.7]",True,,,,False,,False,0.0,,5.53,5.99,8.3,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.44}]","[{'date': '2026-04-02', 'close_position_pct': 74.7}]",[],INSIDE_BAR,22.2,26.1,False,23.17,22.2,4.2,INSIDE_BAR,2026-04-06,WATCHING,518.1,12002.0,26.23,25.32,3.5,≥1.5x 50-day average,WATCHING,,,549.5,14413.0,21.8,21.75,21.44,22.2,2.0,2.3,3.7,0.2,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,21.43,24.26,False,,,,
RDDT,2026-04-06,138.34,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,244.4,69.7,24.1,,247.4,True,True,True,OK,Internet Content & Information,Communication Services,,,,0.9,6.8,35.4,122.9,0.0338,0.0384,False,False,False,,,False,,,,False,,,Cup with Handle,20.0,-27.5,26.1,2025-11-24,18.92,"['2026-02-09', '2026-03-23']",True,"[17.5, 14.5, 11.7]",True,,,,False,,False,0.0,,6.86,5.31,-22.6,True,False,[],[],[],,137.9,26.1,True,,,,,,NOT_AVAILABLE,,,26.23,25.32,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,549.5,14413.0,134.76,137.6,148.66,137.9,2.7,0.5,-6.9,0.3,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,,24.26,False,,,,
RDW,2026-04-06,9.91,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,-58.0,56.4,-67.6,,,False,False,True,OK,Aerospace & Defense,Industrials,,,,0.9,6.8,35.4,122.9,0.0338,0.0384,False,False,False,,,False,,,,False,,,Cup with Handle,20.0,-27.5,26.1,2025-11-24,18.92,"['2026-02-09', '2026-03-23']",True,"[17.5, 14.5, 11.7]",True,,,,False,,False,0.0,,12.05,8.95,-25.7,True,False,[],"[{'date': '2026-03-23', 'close_position_pct': 71.1}]",[],UPSIDE_REVERSAL,9.81,26.1,False,,,,,,NOT_AVAILABLE,,,26.23,25.32,3.5,≥1.5x 50-day average,WATCHING,,,549.5,14413.0,9.15,9.15,9.56,9.81,8.3,8.3,3.7,1.0,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,,24.26,False,,,,
RERE,2026-04-06,4.47,6,11.0,NOT_READY,658.9,646.8,True,UPTREND,,66.7,27.1,1.6,20.7,67.0,True,True,True,OK,Internet Retail,Consumer Cyclical,Low-margin business: gross margin used instead of net margin,,,0.9,6.8,35.4,122.9,0.0338,0.0384,False,False,False,,,False,,,,False,,,Cup with Handle,20.0,-27.5,26.1,2025-11-24,18.92,"['2026-02-09', '2026-03-23']",True,"[17.5, 14.5, 11.7]",True,,,,False,,False,0.0,,4.51,5.77,27.9,False,False,[],"[{'date': '2026-03-23', 'close_position_pct': 73.2}, {'date': '2026-03-24', 'close_position_pct': 85.7}, {'date': '2026-03-31', 'close_position_pct': 72.2}]",[],UPSIDE_REVERSAL,4.43,26.1,False,4.74,4.43,6.5,UPSIDE_REVERSAL,2026-03-31,WATCHING,1612.9,7645.0,26.23,25.32,3.5,≥1.5x 50-day average,WATCHING,,,549.5,14413.0,4.76,5.03,5.51,4.43,-6.1,-11.1,-18.9,0.9,2_CLOSES_BELOW,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,4.38,24.26,False,,,,
RES,2026-04-06,6.82,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,-133.3,27.0,2.0,,,False,False,True,OK,Oil & Gas Equipment & Services,Energy,,,,-2.0,17.3,59.8,10.5,0.0104,0.0115,False,False,True,5.67,6.82,True,20.2,-8.0,71.7,True,7.41,3.97,Unclear,3.0,-6.8,7.32,2026-03-23,6.82,2026-04-06,True,"[None, None, None]",False,,5349590.0,,False,,False,0.0,,4.36,4.18,-4.1,False,False,"[{'date': '2026-03-25', 'vol_ratio': 0.69}, {'date': '2026-04-02', 'vol_ratio': 0.56}]","[{'date': '2026-03-25', 'close_position_pct': 85.7}]",[],INSIDE_BAR,6.79,7.32,False,6.99,6.79,2.9,INSIDE_BAR,2026-04-02,WATCHING,2500.0,17475.0,7.36,7.1,3.5,≥1.5x 50-day average,WATCHING,,,1923.1,14154.0,6.93,6.77,6.32,6.79,-1.6,0.7,7.9,0.4,2_CLOSES_BELOW,ABOVE,ABOVE,REDUCE_25_TO_33_PCT,REDUCE_25_TO_33_PCT,2 consecutive closes below EMA10,6.47,6.81,False,,,,
RGA,2026-04-06,208.63,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,214.0,27.2,5.0,,216.6,False,True,True,OK,Insurance - Reinsurance,Financial Services,,,,-2.0,17.3,59.8,10.5,0.0104,0.0115,False,False,True,5.67,6.82,True,20.2,-97.0,-95.6,False,228.24,156.34,Unclear,3.0,-6.8,7.32,2026-03-23,6.82,2026-04-06,True,"[None, None, None]",False,,5349590.0,,False,,False,0.0,,2.21,2.46,11.3,False,False,"[{'date': '2026-03-30', 'vol_ratio': 0.62}]",[],[],INSIDE_BAR,203.41,7.32,True,,,,,,NOT_AVAILABLE,,,7.36,7.1,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,1923.1,14154.0,204.3,205.06,208.58,203.41,2.1,1.7,0.0,2.6,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,,6.81,False,4.6,0.09,23.1,
RITM,2026-04-06,9.64,3,11.0,AVOID,658.9,646.8,True,UPTREND,,-82.0,-15.6,18.4,,-81.0,True,False,False,OK,REIT - Mortgage,Real Estate,,,,-2.0,17.3,59.8,10.5,0.0104,0.0115,False,False,True,5.67,6.82,True,20.2,-44.0,-19.1,False,12.18,8.43,Unclear,3.0,-6.8,7.32,2026-03-23,6.82,2026-04-06,True,"[None, None, None]",False,,5349590.0,,False,,False,0.0,,2.63,3.14,19.4,False,False,"[{'date': '2026-03-30', 'vol_ratio': 0.59}]","[{'date': '2026-03-23', 'close_position_pct': 83.7}]",[],INSIDE_BAR,9.41,7.32,True,,,,,,NOT_AVAILABLE,,,7.36,7.1,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,1923.1,14154.0,9.42,9.51,10.15,9.41,2.3,1.4,-5.0,2.4,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,,6.81,False,4.6,0.09,23.1,
RKT,2026-04-06,15.03,4,11.0,AVOID,658.9,646.8,True,UPTREND,,-91.3,44.9,-1.0,,-89.5,False,False,True,OK,Mortgage Finance,Financial Services,,,,-2.0,17.3,59.8,10.5,0.0104,0.0115,False,False,True,5.67,6.82,True,20.2,-72.0,-37.7,False,24.36,10.94,Unclear,3.0,-6.8,7.32,2026-03-23,6.82,2026-04-06,True,"[None, None, None]",False,,5349590.0,,False,,False,0.0,,4.87,5.09,4.5,False,False,[],"[{'date': '2026-03-24', 'close_position_pct': 80.0}, {'date': '2026-04-02', 'close_position_pct': 96.9}]",[],UPSIDE_REVERSAL,13.97,7.32,True,15.0,13.97,6.9,UPSIDE_REVERSAL,2026-04-02,TRIGGERED,485.4,7281.0,7.36,7.1,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,1923.1,14154.0,14.47,14.88,16.92,13.97,3.9,1.0,-11.2,7.6,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,13.88,6.81,False,4.6,0.09,23.1,
RLX,2026-04-06,2.14,6,11.0,NOT_READY,658.9,646.8,True,UPTREND,,83.0,52.2,25.5,,81.9,True,True,True,OK,Tobacco,Consumer Defensive,,,,-2.0,17.3,59.8,10.5,0.0104,0.0115,False,False,True,5.67,6.82,True,20.2,140.1,310.8,True,2.84,1.66,Unclear,3.0,-6.8,7.32,2026-03-23,6.82,2026-04-06,True,"[None, None, None]",False,,5349590.0,,False,,False,0.0,,3.0,3.46,15.3,False,False,[],"[{'date': '2026-03-24', 'close_position_pct': 81.8}, {'date': '2026-03-30', 'close_position_pct': 81.8}]",[],UPSIDE_REVERSAL,2.11,7.32,False,2.15,2.11,1.9,UPSIDE_REVERSAL,2026-03-30,WATCHING,12500.0,26875.0,7.36,7.1,3.5,≥1.5x 50-day average,WATCHING,,,1923.1,14154.0,2.18,2.21,2.3,2.11,-1.8,-3.2,-7.0,1.4,1_CLOSE_BELOW,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,1.99,6.81,False,,,,
RNR,2026-04-06,301.0,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,-524.1,29.6,20.9,,,True,False,True,OK,Insurance - Reinsurance,Financial Services,,,,4.9,20.0,28.2,48.6,0.0336,0.0349,False,False,True,19.14,22.12,True,15.6,-93.0,-89.9,False,315.44,217.98,Unclear,2.0,-2.5,22.68,2026-03-30,22.12,2026-04-06,True,"[None, None, None]",False,,1320948.0,,False,,False,0.0,2026-04-06,2.64,2.22,-15.9,False,False,"[{'date': '2026-03-26', 'vol_ratio': 0.65}, {'date': '2026-03-30', 'vol_ratio': 0.57}, {'date': '2026-04-01', 'vol_ratio': 0.58}, {'date': '2026-04-06', 'vol_ratio': 0.31}]","[{'date': '2026-04-02', 'close_position_pct': 91.7}, {'date': '2026-04-06', 'close_position_pct': 93.1}]",[],INSIDE_BAR,296.82,22.68,True,301.31,296.82,1.5,INSIDE_BAR,2026-04-06,WATCHING,111.4,33566.0,22.79,22.0,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,632.9,14424.0,296.82,295.96,294.92,296.82,1.4,1.7,2.1,1.4,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,278.71,21.08,False,9.2,0.14,16.3,
RNST,2026-04-06,37.5,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,18.6,66.7,20.6,,20.1,True,False,True,OK,Banks - Regional,Financial Services,,,,4.9,20.0,28.2,48.6,0.0336,0.0349,False,False,True,19.14,22.12,True,15.6,-47.1,-15.9,False,41.84,26.31,Unclear,2.0,-2.5,22.68,2026-03-30,22.12,2026-04-06,True,"[None, None, None]",False,,1320948.0,,False,,False,0.0,,2.98,2.95,-1.0,False,False,[],"[{'date': '2026-04-06', 'close_position_pct': 92.9}]",[],UPSIDE_REVERSAL,36.19,22.68,True,37.63,36.19,3.8,UPSIDE_REVERSAL,2026-04-06,WATCHING,347.2,13065.0,22.79,22.0,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,632.9,14424.0,36.37,36.42,37.73,36.19,3.1,3.0,-0.6,3.6,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,34.81,21.08,False,9.2,0.14,16.3,
RSI,2026-04-06,22.12,6,11.0,NOT_READY,658.9,646.8,True,UPTREND,,150.0,27.8,2.9,,172.0,False,True,True,OK,Gambling,Consumer Cyclical,,,,4.9,20.0,28.2,48.6,0.0336,0.0349,False,False,True,19.14,22.12,True,15.6,-3.0,129.0,True,22.8,9.66,Unclear,2.0,-2.5,22.68,2026-03-30,22.12,2026-04-06,True,"[None, None, None]",False,,1320948.0,,False,,False,0.0,,5.6,4.06,-27.5,True,False,"[{'date': '2026-04-06', 'vol_ratio': 0.59}]","[{'date': '2026-03-24', 'close_position_pct': 98.2}]",[],INSIDE_BAR,22.01,22.68,False,22.68,22.01,3.0,INSIDE_BAR,2026-04-06,WATCHING,740.7,16803.0,22.79,22.0,3.5,≥1.5x 50-day average,WATCHING,,,632.9,14424.0,21.69,21.13,19.38,22.01,2.0,4.7,14.1,0.5,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,20.98,21.08,False,,,,
S,2026-04-06,13.51,6,11.0,NOT_READY,658.9,646.8,True,UPTREND,,50.0,20.2,-45.0,,,False,True,True,OK,Software - Infrastructure,Technology,,,,4.9,20.0,28.2,48.6,0.0336,0.0349,False,False,True,19.14,22.12,True,15.6,3.4,82.1,True,21.4,12.15,Unclear,2.0,-2.5,22.68,2026-03-30,22.12,2026-04-06,True,"[None, None, None]",False,,1320948.0,,False,,False,0.0,2026-01-23,4.69,4.55,-3.0,False,False,"[{'date': '2026-03-26', 'vol_ratio': 0.57}, {'date': '2026-03-31', 'vol_ratio': 0.6}]","[{'date': '2026-03-23', 'close_position_pct': 76.8}, {'date': '2026-04-01', 'close_position_pct': 95.0}, {'date': '2026-04-02', 'close_position_pct': 86.4}, {'date': '2026-04-06', 'close_position_pct': 78.4}]",[],INSIDE_BAR,12.74,22.68,False,13.1,12.74,2.7,INSIDE_BAR,2026-03-31,TRIGGERED,1388.9,18195.0,22.79,22.0,3.5,≥1.5x 50-day average,WATCHING,,,632.9,14424.0,13.35,13.52,13.66,12.74,1.2,-0.1,-1.1,6.0,ABOVE,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,12.12,21.08,False,,,,
SBS,2026-04-06,30.27,3,11.0,AVOID,658.9,646.8,True,UPTREND,,,-24.8,22.2,,87.2,True,False,False,OK,Utilities - Regulated Water,Utilities,,,,4.9,20.0,28.2,48.6,0.0336,0.0349,False,False,True,19.14,22.12,True,15.6,-28.1,39.2,True,30.78,15.89,Unclear,2.0,-2.5,22.68,2026-03-30,22.12,2026-04-06,True,"[None, None, None]",False,,1320948.0,,False,,False,0.0,2026-02-17,2.27,2.86,26.0,False,False,[],"[{'date': '2026-03-25', 'close_position_pct': 72.7}, {'date': '2026-03-30', 'close_position_pct': 79.7}]",[],UPSIDE_REVERSAL,30.18,22.68,True,,,,,,NOT_AVAILABLE,,,22.79,22.0,3.5,≥1.5x 50-day average,TRIGGERED,2025-09-05,1.64,632.9,14424.0,29.66,29.16,28.52,30.18,2.1,3.8,6.1,0.3,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,,21.08,False,9.2,0.14,16.3,
