stock,name,sector,industry,ticker,p/e,d/e_market,d/e,Sales Growth 5yr cagr,3-5yr Average ROA (%),3-5yr Average ROE (%),ROE,ROA,ROCE (3yr avg),NFAT,NFAT (3yr avg),NPM,DPR,Retention Ratio,Dep,SSGR,Av NPM (over 3 years),Au NFA/T (over 3 years),Av Dep%NFA (over 3 years),Au Retention ratio (over 3 years),Interest coverage,tax %,cPAT,CFO,cCFO,cCFO/cPAT,p/a,EY,Earnings Growth 5yr cagr,,PEG,no. shares (cr),Current Price,market cap,p/s,NFA + CWIP,Capex,Capex_from_cashflow_statement,FCF,FCF%,FCF_capex_from_cashflow,FCF%_capex_from_cashflow,DV,Mcap (cr),d/e decreasing trend 5 yrs,Sales cagr >15%,npm >8%,Tax payout >25%,Interest coverage >3,d/e <0.5,CFO >0,cCFO > PAT,p/e <10,peg <1,EY >7%,p/b <3,DV >3%,EY >7,sgr > Sales growth (very linear),FCF/CFO,Market Cap,Net Income,Total Revenue,Total Assets,Total Liabilities,Total Stockholders Equity,Total Debt,Cash and Cash Equivalents,Current Assets,Current Liabilities,Working Capital,Operating Cash Flow,Capital Expenditure,Dividends Paid,Depreciation & Amortization,Interest Expense,Income Tax Expense,Shares Outstanding,Net Fixed Assets,Construction in Progress,Net Debt,insidersPercentHeld,institutionsPercentHeld,institutionsFloatPercentHeld,institutionsCount,current,Normalized EBIT,Normalized Net Income,high,low,mean,median,Research Asset,R&D Amortization,Adjusted EBIT (R&D),Adjusted Book Equity (R&D),Adjusted D/E (R&D),Adjusted Invested Capital (R&D),Adjusted ROC (R&D),Adjusted ROE (R&D)
BANARBEADS.NS,Banaras Beads Limited,Consumer Cyclical,Footwear & Accessories,BANARBEADS.NS,21.71,0.13,0.16,7.52,4.68,5.21,5.61,4.88,7.32,1.90,2.60,10.07,49.59,50.41,11.73,1.45,10.07,2.60,11.73,50.41,3.63,23.80,113027000.00,49807000.00,-69384000.00,-0.61,5.16,4.53,1.86,,11.68,0.66,103.32,681139166.40,2.23,345345000.00,260891000.00,26540000.00,-211084000.00,-683.54,23267000.00,75.34,2.19,68.42,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-4.24,684236672.00,30881000.00,299308000.00,666316000.00,107894000.00,542400000.00,85830000.00,2000.00,359632000.00,102800000.00,256832000.00,49807000.00,26540000.00,14932000.00,13937000.00,6247000.00,9647000.00,6592520.00,223505000.00,121840000.00,85828000.00,0.80,0.00,0.00,0.00,103.32,40205000.00,27941000.00,,,,,,,,,,,,
BEPL.NS,Bhansali Engineering Polymers Limited,Basic Materials,Chemicals,BEPL.NS,14.43,0.00,0.00,-1.85,27.06,30.62,18.02,16.14,30.33,8.38,9.24,16.61,76.99,23.01,6.84,28.49,16.61,9.24,6.84,23.01,inf,26.00,10000669000.00,2298752000.00,7710830000.00,0.77,15.37,6.86,-18.71,,-0.77,24.89,105.06,26145021480.00,1.91,1704474000.00,397615000.00,213741000.00,1901137000.00,105.99,2085011000.00,116.24,12.37,2614.50,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0.83,26145019904.00,1793714000.00,12217360000.00,10557647000.00,1329892000.00,10680175000.00,212043000.00,161289000.00,8160544000.00,1117849000.00,7042695000.00,2298752000.00,213741000.00,3235160000.00,96972000.00,0.00,630311000.00,248858000.00,1515030000.00,189444000.00,50754000.00,0.63,0.01,0.04,11.00,105.06,3038307000.00,2220556666.67,,,,,26175800.00,7894800.00,2423251200.00,10706350800.00,0.00,10545061800.00,17.00,16.75
BFUTILITIE.NS,BF Utilities Limited,Industrials,Infrastructure Operations,BFUTILITIE.NS,21.21,0.41,-14.15,37.84,3.56,-232.55,-810.88,6.32,21.65,1.87,1.49,13.84,0.00,100.00,12.02,8.63,13.84,1.49,12.02,100.00,3.86,22.56,3201320000.00,5831490000.00,15470170000.00,4.83,6.59,4.69,-1.00,,-1.00,3.77,833.65,31401594740.00,3.61,10060690000.00,484320000.00,2431360000.00,5347170000.00,362.86,3400130000.00,230.73,0.00,3140.16,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.92,31401594880.00,1473620000.00,9687050000.00,24273510000.00,18004420000.00,-917070000.00,12977340000.00,430000.00,5331610000.00,3728190000.00,1603420000.00,5831490000.00,2431360000.00,0.00,660240000.00,1332970000.00,884280000.00,37667600.00,5149670000.00,4911020000.00,12976910000.00,0.64,0.01,0.02,5.00,833.65,4166720000.00,1075333333.33,,,,,,,,,,,,
BIOCON.NS,Biocon Limited,Healthcare,Biotechnology,BIOCON.NS,111.97,0.38,0.93,23.33,1.64,4.61,4.89,1.76,5.13,1.17,1.19,6.06,14.52,85.48,12.84,-6.70,6.06,1.19,12.84,85.48,1.83,24.23,31469000000.00,40612000000.00,100442000000.00,3.19,1.81,2.12,15.86,,7.06,133.46,358.30,478176425267.20,3.03,179032000000.00,31664000000.00,23433000000.00,8948000000.00,88.31,17179000000.00,169.54,0.17,47817.64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.22,478176411648.00,10133000000.00,150522000000.00,587973000000.00,310848000000.00,197837000000.00,183620000000.00,7474000000.00,162862000000.00,143338000000.00,19524000000.00,40612000000.00,23433000000.00,829000000.00,16870000000.00,8877000000.00,4572000000.00,1334569984.00,136078000000.00,42954000000.00,176146000000.00,0.56,0.28,0.63,91.00,358.30,21966666666.67,8328333333.33,465.00,270.00,380.11,400.00,15745800000.00,4056200000.00,30027800000.00,213582800000.00,0.86,389728800000.00,5.84,4.74
BLISSGVS.NS,Bliss GVS Pharma Limited,Healthcare,Drug Manufacturers—Specialty & Generic,BLISSGVS.NS,16.17,0.05,0.09,2.81,5.17,6.67,8.36,6.71,11.54,2.08,2.16,9.95,7.10,92.90,6.31,13.68,9.95,2.16,6.31,92.90,15.83,28.16,2456524000.00,1059129000.00,3785236000.00,1.54,6.96,4.90,76.44,,0.21,10.56,162.80,17187121600.00,2.06,4623516000.00,925269000.00,762860000.00,133860000.00,15.88,296269000.00,35.14,0.32,1718.71,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0.13,17187121152.00,842993000.00,8017955000.00,13008389000.00,2089924000.00,9671933000.00,881039000.00,298730000.00,8265069000.00,1717170000.00,6547899000.00,1059129000.00,762860000.00,54487000.00,294176000.00,61773000.00,353839000.00,105572000.00,4296794000.00,326722000.00,582309000.00,0.61,0.07,0.18,7.00,162.80,1211888666.67,768707333.33,,,,,781556600.00,213637600.00,1397532400.00,10453489600.00,0.08,11035798600.00,9.10,8.06
BLKASHYAP.NS,B.L. Kashyap and Sons Limited,Industrials,Engineering & Construction,BLKASHYAP.NS,85.75,0.20,0.64,0.64,2.46,7.22,5.39,1.88,14.20,10.69,13.89,2.88,0.00,100.00,12.77,27.23,2.88,13.89,12.77,100.00,1.11,45.30,1460895000.00,764283000.00,2619366000.00,1.79,1.95,1.78,-14.47,,-5.93,22.54,68.60,15465184000.00,1.36,1219757000.00,385127000.00,530568000.00,379156000.00,138.00,233715000.00,85.06,0.00,1550.76,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.50,15507647488.00,274752000.00,11536332000.00,15156673000.00,9920597000.00,4963439000.00,3164802000.00,4788014000.00,11661154000.00,8341048000.00,3320106000.00,764283000.00,530568000.00,0.00,124069000.00,474837000.00,227526000.00,225440000.00,1217657000.00,2100000.00,-1623212000.00,0.62,0.00,0.00,5.00,68.60,917088000.00,340475666.67,,,,,,,,,,,,
RADHIKAJWE.NS,Radhika Jeweltech Limited,Consumer Cyclical,Luxury Goods,RADHIKAJWE.NS,17.28,0.04,0.16,36.17,15.65,18.60,20.46,17.25,23.23,54.62,46.05,9.61,5.94,94.06,19.13,397.09,9.61,46.05,19.13,94.06,26.88,28.70,1663964000.00,165655000.00,-373314000.00,-0.22,18.73,5.34,30.43,,0.57,11.80,95.36,11252480000.00,1.90,98640000.00,1345000.00,1277000.00,164310000.00,27.33,164378000.00,27.34,0.21,1125.94,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.99,11259441152.00,601181000.00,5877871000.00,3758370000.00,531841000.00,2649061000.00,428400000.00,32653000.00,3646515000.00,439349000.00,3207166000.00,165655000.00,1277000.00,23600000.00,19311000.00,33129000.00,241960000.00,118000000.00,98640000.00,0.00,395747000.00,0.74,0.00,0.00,0.00,95.36,659468333.33,464453333.33,,,,,,,,,,,,
TMB.NS,Tamilnad Mercantile Bank Limited,Financial Services,Banks—Regional,TMB.NS,5.60,0.07,0.06,6.24,1.76,15.15,13.97,1.85,0.00,12.20,12.22,37.89,14.10,85.90,27.37,370.47,37.89,12.22,27.37,85.90,0.00,24.91,41058074000.00,18988372000.00,13435102000.00,0.33,1.92,17.59,9.00,,0.62,15.84,424.55,67227920446.40,2.19,2844838000.00,997371000.00,1052678000.00,17991001000.00,152.13,17935694000.00,151.66,2.36,6729.12,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.95,67291172864.00,11826072000.00,31508856000.00,664498704000.00,574411778000.00,79212023000.00,5000000000.00,0.00,0.00,0.00,0.00,18988372000.00,1052678000.00,1583515000.00,862331000.00,29903401000.00,3922800000.00,158351008.00,2844838000.00,0.00,0.00,0.27,0.03,0.04,22.00,424.55,0.00,10946329000.00,,,,,,,,,,,,
CEATLTD.NS,CEAT Limited,Consumer Cyclical,Auto Parts,CEATLTD.NS,28.56,0.17,0.53,13.07,4.33,11.32,11.24,4.46,14.43,1.86,1.80,3.54,13.34,86.66,7.65,-2.11,3.54,1.80,7.65,86.66,3.28,27.68,13726600000.00,10919600000.00,46356000000.00,3.38,4.73,3.84,87.95,,0.32,4.05,3039.30,122939988930.00,0.91,78702200000.00,9409200000.00,9433600000.00,1510400000.00,31.96,1486000000.00,31.44,0.99,12294.00,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.14,122939990016.00,4726400000.00,132178700000.00,112123900000.00,68361300000.00,40426100000.00,21363800000.00,1569400000.00,34320900000.00,51649000000.00,-17328100000.00,10919600000.00,9433600000.00,1213600000.00,5626900000.00,2777900000.00,1720300000.00,40450100.00,73636100000.00,5066100000.00,19794400000.00,0.01,0.85,0.86,68.00,3039.30,8310333333.33,4338200000.00,4600.00,3100.00,3956.11,4000.00,,,,,,,,
CENTENKA.NS,Century Enka Limited,Consumer Cyclical,Textile Manufacturing,CENTENKA.NS,19.06,0.03,0.03,-1.49,4.05,4.99,4.78,3.84,6.15,2.47,2.61,3.40,36.06,63.94,6.51,-0.84,3.40,2.61,6.51,63.94,14.32,27.70,3837000000.00,1178700000.00,4807600000.00,1.25,3.95,6.06,-28.80,,-0.66,2.19,501.65,10961353490.00,0.58,8161400000.00,551700000.00,514300000.00,627000000.00,94.33,664400000.00,99.95,1.99,1096.14,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0.53,10961353728.00,664700000.00,19902900000.00,17817400000.00,3641900000.00,13643800000.00,368200000.00,27100000.00,8969200000.00,2208400000.00,6760800000.00,1178700000.00,514300000.00,218500000.00,549700000.00,43300000.00,254700000.00,21850600.00,8021500000.00,139900000.00,341100000.00,0.38,0.10,0.16,7.00,501.65,928933333.33,665133333.33,,,,,,,,,,,,
CHEMBOND.NS,Chembond Material Technologies Limited,Basic Materials,Specialty Chemicals,CHEMBOND.NS,14.74,0.01,0.02,-16.98,5.79,7.29,11.73,8.94,11.85,4.27,3.91,6.95,30.03,69.97,7.09,11.91,6.95,3.91,7.09,69.97,20.15,9.76,677552000.00,194789000.00,1042849000.00,1.54,9.18,7.06,8.06,,1.83,1.34,184.88,2486321704.00,1.18,482660000.00,-13379000.00,43711000.00,208168000.00,118.53,151078000.00,86.02,1.89,252.25,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,1.07,2522465792.00,175624000.00,1988582000.00,2017396000.00,455742000.00,1432424000.00,26463000.00,347000.00,1012885000.00,455008000.00,557877000.00,194789000.00,43711000.00,47069000.00,26486000.00,5821000.00,18986000.00,13448300.00,407604000.00,75056000.00,26116000.00,0.71,0.00,0.01,1.00,184.88,239667666.67,179447666.67,,,,,,,,,,,,
CHOLAFIN.NS,Cholamandalam Investment and Finance Company Limited,Financial Services,Credit Services,CHOLAFIN.NS,27.94,1.41,8.96,31.75,2.54,20.09,19.71,2.38,0.00,8.11,12.87,34.50,5.00,95.00,23.17,398.78,34.50,12.87,23.17,95.00,0.00,25.80,125011400000.00,-324131500000.00,-1007723800000.00,-8.06,2.72,3.43,24.57,,1.14,84.13,1476.20,1241925595609.60,10.93,17687800000.00,4595400000.00,1995300000.00,-328726900000.00,-771.17,-326126800000.00,-765.07,0.14,124192.56,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.01,1241925550080.00,42627200000.00,134112700000.00,2018867600000.00,1782180700000.00,195932400000.00,1755947200000.00,0.00,0.00,0.00,0.00,-324131500000.00,1995300000.00,1681100000.00,2448300000.00,124752400000.00,14814500000.00,841299008.00,17613900000.00,73900000.00,0.00,0.50,0.33,0.65,230.00,1476.20,0.00,34492100000.00,1850.00,1200.00,1572.64,1590.00,,,,,,,,
WELENT.NS,Welspun Enterprises Limited,Industrials,Engineering & Construction,WELENT.NS,18.46,0.23,0.65,38.94,8.29,20.24,13.26,5.86,20.44,20.18,29.00,15.34,11.99,88.01,24.90,366.64,15.34,29.00,24.90,88.01,2.98,26.24,14651100000.00,-2734900000.00,137700000.00,0.01,6.52,5.04,41.29,,0.45,13.67,467.95,63975316300.00,1.83,1900200000.00,566600000.00,516000000.00,-3301500000.00,-102.35,-3250900000.00,-100.78,0.64,6397.53,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1.21,63975317504.00,3225600000.00,35841000000.00,60580300000.00,33487600000.00,23233700000.00,14991300000.00,5913200000.00,36404900000.00,19541200000.00,16863700000.00,-2734900000.00,516000000.00,408800000.00,509000000.00,1579000000.00,1364200000.00,136714000.00,1834700000.00,65500000.00,9078100000.00,0.65,0.11,0.32,17.00,467.95,7010933333.33,4468033333.33,509.00,509.00,509.00,509.00,,,,,,,,
CUB.NS,City Union Bank Limited,Financial Services,Banks—Regional,CUB.NS,12.96,0.12,0.21,6.32,1.42,12.57,12.58,1.51,0.00,12.61,12.62,33.98,8.37,91.63,29.18,363.68,33.98,12.62,29.18,91.63,0.00,20.68,38370018000.00,11283030000.00,34541289000.00,0.90,1.59,7.49,13.81,,0.94,74.10,202.56,150098580480.00,4.92,3223385000.00,1335546000.00,1977846000.00,9947484000.00,88.53,9305184000.00,82.81,0.74,15009.86,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.88,150098575360.00,11236263000.00,32137263000.00,776232149000.00,681565977000.00,84014315000.00,17904100000.00,0.00,0.00,0.00,0.00,11283030000.00,1977846000.00,1111008000.00,815894000.00,35183292000.00,2930000000.00,741008000.00,3223385000.00,0.00,0.00,0.08,0.50,0.55,75.00,202.56,0.00,10256122333.33,280.00,167.00,236.82,250.00,,,,,,,,
INTENTECH.NS,Intense Technologies Limited,Technology,Software—Infrastructure,INTENTECH.NS,16.27,0.00,0.00,21.75,10.67,12.71,12.08,10.00,14.37,52.16,35.42,13.24,9.48,90.52,67.43,357.24,13.24,35.42,67.43,90.52,63.99,19.90,647798000.00,18494000.00,493655000.00,0.76,10.72,8.45,-6.23,,-2.61,2.33,82.81,1931684027.00,1.37,-1.00,-1.00,52701000.00,-1.00,-1.00,-34207000.00,-20.96,1.22,193.17,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,-1.00,1931683968.00,163231000.00,1497964000.00,1741755000.00,329557000.00,1289294000.00,2356000.00,67641000.00,1116087000.00,252591000.00,863496000.00,18494000.00,52701000.00,23485000.00,48936000.00,2615000.00,40555000.00,23326700.00,26411000.00,-1.00,-65285000.00,0.45,0.00,0.00,0.00,82.81,193213000.00,152360666.67,,,,,,,,,,,,
ARIHANTCAP.NS,Arihant Capital Markets Limited,Financial Services,Capital Markets,ARIHANTCAP.NS,23.73,0.08,0.30,12.85,7.87,17.65,16.61,7.49,22.45,7.16,8.24,45.68,6.71,93.29,17.85,333.43,45.68,8.24,17.85,93.29,-0.90,24.05,2086918000.00,315761000.00,-14191000.00,-0.01,7.52,5.03,5.23,,4.54,10.41,112.00,11660656000.00,5.64,265182000.00,171597000.00,168167000.00,144164000.00,24.56,147594000.00,25.14,0.45,1166.07,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.46,11660655616.00,587028000.00,1392539000.00,7869086000.00,4024535000.00,3225244000.00,956712000.00,-1.00,7113877000.00,2696081000.00,4417796000.00,315761000.00,168167000.00,52056000.00,30354000.00,199114000.00,185837000.00,104113000.00,265182000.00,0.00,-1.00,0.74,0.00,0.00,0.00,112.00,836305666.67,527769333.33,,,,,,,,,,,,
CORDSCABLE.NS,Cords Cable Industries Limited,Industrials,Electrical Equipment & Parts,CORDSCABLE.NS,14.78,0.47,0.63,22.02,2.94,6.37,8.34,3.75,19.01,8.23,6.87,1.61,-1.00,101.00,8.60,2.56,1.61,6.87,8.60,-1.00,1.62,25.31,383255000.00,141704000.00,1089204000.00,2.84,4.06,6.39,31.71,,0.47,1.29,177.62,2296235836.00,0.27,-1.00,-1.00,202541000.00,-1.00,-1.00,-60837000.00,-41.47,0.56,229.65,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,-1.00,2296484352.00,146699000.00,7945629000.00,4205922000.00,2381049000.00,1692409000.00,1068524000.00,100540000.00,3162523000.00,2060350000.00,1102173000.00,141704000.00,202541000.00,12928000.00,84939000.00,252161000.00,49723000.00,12927800.00,1024098000.00,-1.00,967984000.00,0.53,0.00,0.00,0.00,177.62,377517666.67,106533000.00,,,,,,,,,,,,
CROWN.NS,Crown Lifters Limited,Industrials,Rental & Leasing Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXISBANK.NS,Axis Bank Limited,Financial Services,Banks—Regional,AXISBANK.NS,11.73,0.68,1.41,18.36,1.49,14.47,16.30,1.77,0.00,13.77,13.73,28.28,1.70,98.30,51.55,330.14,28.28,13.73,51.55,98.30,0.00,23.45,793790500000.00,443836800000.00,890410900000.00,1.12,1.85,8.61,25.37,,0.46,310.23,1050.10,3257756850611.19,4.23,66126600000.00,22751700000.00,24455400000.00,421085100000.00,150.09,419381400000.00,149.48,0.09,325791.41,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.95,3257914097664.00,280551100000.00,848908400000.00,16569626100000.00,14690919900000.00,1570235200000.00,2206867500000.00,0.00,0.00,0.00,0.00,443836800000.00,24455400000.00,3090900000.00,17669700000.00,710363100000.00,86104200000.00,3102330112.00,64920800000.00,1205800000.00,0.00,0.02,0.68,0.69,327.00,1050.10,0.00,217532533333.33,1691.00,1180.00,1329.29,1325.00,,,,,,,,
ROUTE.NS,Route Mobile Limited,Communication Services,Telecom Services,ROUTE.NS,18.46,0.09,0.22,31.72,10.78,17.18,13.92,8.74,19.09,71.49,62.83,8.48,20.94,79.06,100.00,321.52,8.48,62.83,100.00,79.06,10.72,21.63,11871600000.00,6024800000.00,7126600000.00,0.60,9.18,5.88,22.14,,0.83,6.30,860.45,54206284920.00,1.20,588500000.00,731300000.00,213200000.00,5293500000.00,166.02,5811600000.00,182.27,1.37,5420.63,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0.88,54206283776.00,3188500000.00,45756200000.00,38257200000.00,13616400000.00,21495900000.00,4681700000.00,3224500000.00,27360600000.00,12945600000.00,14415000000.00,6024800000.00,213200000.00,741700000.00,890800000.00,409100000.00,921800000.00,62997600.00,587400000.00,1100000.00,1457200000.00,0.75,0.10,0.40,35.00,860.45,4498633333.33,3403300000.00,1100.00,800.00,971.25,992.50,,,,,,,,
DBL.NS,Dilip Buildcon Limited,Industrials,Engineering & Construction,DBL.NS,7.92,1.24,2.18,7.17,1.58,6.08,13.59,3.53,13.84,2.40,2.48,2.43,53.14,46.86,8.25,-5.43,2.43,2.48,8.25,46.86,1.45,14.39,2869301000.00,1310000000.00,56803563000.00,19.80,3.85,8.37,-1.00,,-1.00,16.24,471.25,76552202480.00,0.71,87700372000.00,19225694000.00,42653439000.00,-17915694000.00,-279.57,-41343439000.00,-645.16,0.19,7655.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,-13.68,76552200192.00,6408263000.00,113167200000.00,197093945000.00,144544976000.00,43696456000.00,95253912000.00,23083504000.00,98045719000.00,66378549000.00,31667170000.00,1310000000.00,42653439000.00,146215000.00,3461842000.00,12487733000.00,1411793000.00,162444992.00,50807249000.00,36893123000.00,72170408000.00,0.66,0.07,0.21,21.00,471.25,15058144000.00,2785987333.33,480.00,419.00,450.50,453.00,,,,,,,,
DBSTOCKBRO.NS,DB (International) Stock Brokers Limited,Financial Services,Capital Markets,DBSTOCKBRO.NS,18.49,0.03,0.04,-15.86,6.28,11.61,8.37,4.82,15.80,3.42,3.20,58.14,0.00,100.00,39.44,146.74,58.14,3.20,39.44,100.00,-8.75,18.54,298477976.00,1600000.00,214022133.00,0.72,4.46,6.48,-12.58,,-1.47,3.50,25.51,892850000.00,2.58,-1.00,-1.00,7089000.00,-1.00,-1.00,-5489000.00,-9.48,0.00,89.88,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,-1.00,898765760.00,57874000.00,156331000.00,1105026000.00,384797000.00,662978012.00,29267000.00,-1.00,998958000.00,352527000.00,646431000.00,1600000.00,7089000.00,0.00,14814000.00,19858000.00,13172000.00,35000000.00,43696000.00,-1.00,-1.00,0.81,0.00,0.00,0.00,25.51,106810806.67,70701027.00,,,,,,,,,,,,
DEEPINDS.NS,Deep Industries Limited,Energy,Oil & Gas E&P,DEEPINDS.NS,inf,0.06,0.14,21.45,3.85,4.38,-5.52,-4.19,6.24,0.65,0.60,16.51,-0.99,100.99,5.11,4.97,16.51,0.60,5.11,100.99,16.06,-95.53,2292756000.00,2099476000.00,6011078000.00,2.62,-4.71,-2.64,-1.00,,-1.00,6.40,532.30,34067200000.00,5.23,12122596000.00,2196696000.00,2100152000.00,-97220000.00,10.79,-676000.00,0.08,0.46,3408.28,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-0.05,34082795520.00,-901029000.00,5761301000.00,23927112000.00,4777626000.00,14432540000.00,2053640000.00,476562000.00,9097025000.00,3024581000.00,6072444000.00,2099476000.00,2100152000.00,156160000.00,411724000.00,118473000.00,384815000.00,64000000.00,9540397000.00,2582199000.00,1577078000.00,0.70,0.00,0.01,4.00,532.30,962238333.33,523825333.33,693.00,693.00,693.00,693.00,,,,,,,,
DGCONTENT.NS,Digicontent Limited,Communication Services,Internet Content & Information,DGCONTENT.NS,10.32,0.51,96.53,10.96,2.16,2496.46,170.72,10.45,20.20,5.57,5.93,1.06,0.00,100.00,23.99,-17.67,1.06,5.93,23.99,100.00,2.80,34.97,382500000.00,773400000.00,1634100000.00,4.27,10.17,11.10,4.91,,2.10,5.80,37.76,2190925824.00,0.49,781700000.00,-18700000.00,88000000.00,792100000.00,325.83,685400000.00,281.94,0.00,219.09,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.02,2190925824.00,243100000.00,4428500000.00,2261900000.00,1988600000.00,11500000.00,1110100000.00,66000000.00,1340200000.00,881600000.00,458600000.00,773400000.00,88000000.00,0.00,110200000.00,167200000.00,130700000.00,58022400.00,781700000.00,0.00,1044100000.00,0.84,0.00,0.00,0.00,37.76,291333333.33,57333333.33,,,,,,,,,,,,
FEDERALBNK.NS,The Federal Bank Limited,Financial Services,Banks—Regional,FEDERALBNK.NS,11.78,0.69,1.08,19.01,1.28,14.34,12.87,1.23,0.00,11.12,11.90,30.42,8.36,91.64,22.48,309.22,30.42,11.90,22.48,91.64,0.00,24.81,131737891000.00,88009200000.00,79477404000.00,0.60,1.31,8.79,21.27,,0.55,245.75,192.46,472962745441.28,3.49,-1.00,-1.00,7546500000.00,-1.00,-1.00,80462700000.00,193.47,0.62,47296.28,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,-1.00,472962760704.00,41588500000.00,143989800000.00,3601519100000.00,3246988000000.00,301053546000.00,325958300000.00,0.00,0.00,0.00,0.00,88009200000.00,7546500000.00,2940000000.00,2884500000.00,176312700000.00,13863400000.00,2457459968.00,15275500000.00,-1.00,0.00,0.09,0.59,0.65,122.00,192.46,0.00,37346663666.67,265.00,165.00,223.76,225.00,,,,,,,,
DLINKINDIA.NS,D-Link (India) Limited,Technology,Communication Equipment,DLINKINDIA.NS,15.73,0.00,0.01,14.66,12.95,21.25,22.90,14.45,29.48,58.26,57.26,7.45,37.32,62.68,26.77,240.59,7.45,57.26,26.77,62.68,165.47,25.36,3255389000.00,899625000.00,2498836000.00,0.77,15.00,6.31,35.10,,0.45,3.55,465.05,16511507240.00,1.19,185470000.00,30167000.00,2484000.00,869458000.00,83.39,897141000.00,86.05,3.87,1651.15,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0.97,16511506432.00,1042607000.00,13838622000.00,7480479000.00,2725591000.00,4351749000.00,41903000.00,76925000.00,7002656000.00,2708910000.00,4293746000.00,899625000.00,2484000.00,639087000.00,69348000.00,7475000.00,354223000.00,35504800.00,185470000.00,0.00,-35022000.00,0.61,0.00,0.01,4.00,465.05,1275884000.00,944171333.33,,,,,,,,,,,,
